ITTER107,Region,Live_births,Miscarriages,Abortions,Total,Time
ITC1,Piemonte,1.235494880546075,0.12384202827888835,0.3890784982935154,1.7484154071184788,2018
ITC2,Valle d'Aosta / Vallée d'Aoste,1.16580310880829,0.12143782383419689,0.2509715025906736,1.5382124352331605,2018
ITC3,Liguria,1.3114466804918656,0.022636329117621288,0.43666209072056544,1.7707451003300523,2018
ITC4,Lombardia,1.2565525127024133,0.07720087930493039,0.3264177986778217,1.6601711906851653,2018
ITD3,Veneto,1.1747187293183323,0.1706994237381156,0.23062581717809236,1.5760439702345401,2018
ITD4,Friuli-Venezia Giulia,1.1923932907521668,0.2153183635804368,0.2922177791448785,1.699929433477482,2018
ITD5,Emilia-Romagna,1.3786019094980488,0.17016517302125986,0.381851608288892,1.9306186908082006,2018
ITDA,Trentino Alto Adige / Südtirol,1.3829839222010458,0.16533906725960676,0.25085927446285167,1.7991822639235042,2018
ITE1,Toscana,1.2165279602861732,0.17520805957074026,0.36735289823331874,1.759088918090232,2018
ITE2,Umbria,1.2275178758815921,0.10981770261366132,0.3099299607096664,1.6472655392049198,2018
ITE3,Marche,0.28696422793962495,0.04571734023547947,0.06892768220118443,0.40160925037628886,2018
ITE4,Lazio,1.1038979307628465,0.2053763592116924,0.3622220034041835,1.6714962933787225,2018
ITF1,Abruzzo,1.1951944513252415,0.17881471389645776,0.25699777062174883,1.631006935843448,2018
ITF2,Molise,0.9154929577464789,0.147247119078105,0.2848911651728553,1.3476312419974392,2018
ITF3,Campania,1.55175047563499,0.0052771181380105265,0.2262217222847144,1.783249316057715,2018
ITF4,Puglia,1.352222636461326,0.22632075264808438,0.3600956161319327,1.938639005241343,2018
ITF5,Basilicata,0.9804246298565797,0.1805173727269716,0.17554900467026596,1.3364910072538174,2018
ITF6,Calabria,1.394291018797865,0.20932931074495242,0.20004641448131816,1.8036667440241356,2018
ITG1,Sicilia,1.9523419387452716,0.24770338347830634,0.24665748601112136,2.4467028082346993,2018
ITG2,Sardegna,1.0691915900900302,0.1895022407808822,0.25798901551923614,1.5166828463901485,2018
