"Age","Total males","Total females","Total"
"0","24388","22735","47123"
"1","25272","24094","49366"
"2","25464","24108","49572"
"3","25768","24455","50223"
"4","26382","24585","50967"
"5","26554","25484","52038"
"6","28138","26265","54403"
"7","28665","26879","55544"
"8","29630","27585","57215"
"9","30110","28726","58836"
"10","30417","29115","59532"
"11","31037","29665","60702"
"12","31565","29518","61083"
"13","31719","29962","61681"
"14","32871","30899","63770"
"15","32955","31567","64522"
"16","32839","31177","64016"
"17","33940","31676","65616"
"18","34759","32413","67172"
"19","35328","32463","67791"
"20","35925","32437","68362"
"21","35710","32548","68258"
"22","35833","33120","68953"
"23","35363","33727","69090"
"24","35999","34007","70006"
"25","36380","34910","71290"
"26","37895","36445","74340"
"27","37141","36201","73342"
"28","36909","35865","72774"
"29","36373","35801","72174"
"30","36598","36252","72850"
"31","35710","34640","70350"
"32","35154","34555","69709"
"33","36182","35005","71187"
"34","36012","36032","72044"
"35","36275","36251","72526"
"36","37437","36845","74282"
"37","36507","36865","73372"
"38","37168","37018","74186"
"39","37711","38136","75847"
"40","38643","39297","77940"
"41","39419","40103","79522"
"42","40810","41669","82479"
"43","42316","42887","85203"
"44","43342","44948","88290"
"45","42420","44466","86886"
"46","42651","44763","87414"
"47","42597","45300","87897"
"48","41895","44630","86525"
"49","43235","45578","88813"
"50","43035","45766","88801"
"51","43385","46398","89783"
"52","43781","46597","90378"
"53","43785","46432","90217"
"54","44587","47499","92086"
"55","41505","44828","86333"
"56","40346","44006","84352"
"57","39455","42970","82425"
"58","37678","41230","78908"
"59","37281","40314","77595"
"60","35224","38355","73579"
"61","34777","37735","72512"
"62","32913","36174","69087"
"63","33628","36141","69769"
"64","32757","35983","68740"
"65","30199","32713","62912"
"66","29155","31641","60796"
"67","29124","31477","60601"
"68","29356","32079","61435"
"69","28946","32148","61094"
"70","29416","32696","62112"
"71","27983","31494","59477"
"72","27907","31590","59497"
"73","22479","25659","48138"
"74","18754","22011","40765"
"75","19508","23998","43506"
"76","18344","22728","41072"
"77","16879","21908","38787"
"78","18124","23685","41809"
"79","17062","22990","40052"
"80","15091","21029","36120"
"81","13756","19579","33335"
"82","11830","17991","29821"
"83","11441","17520","28961"
"84","9843","15926","25769"
"85","9086","15086","24172"
"86","7832","13576","21408"
"87","6661","12246","18907"
"88","5763","11499","17262"
"89","4468","9215","13683"
"90","3492","7898","11390"
"91","2714","6503","9217"
"92","2068","5114","7182"
"93","1463","4196","5659"
"94","1063","3135","4198"
"95","757","2369","3126"
"96","540","1719","2259"
"97","359","1289","1648"
"98","256","857","1113"
"99","103","373","476"
"100 and over","188","696","884"
"Total","2799558","2940733","5740291"
