,ITTER107,Region,Population,Time,Religious_observation,Live_births,Miscarriages,Abortions,Total_Pregnancies,Female Early Leavers
0,ITC1,Piemonte,8622434.0,2019.0,-0.6144334654690848,1.3250509541437028,0.0751543217383267,0.4061738424045491,0.28355040922119995,0.08329680843919056
1,ITC2,Valle d'Aosta / Vallée d'Aoste,250068.0,2019.0,-0.6516766869116146,1.1414790996784565,0.0723472668810289,0.3697749196141479,-0.6407966914658864,-0.08404284461094938
2,ITC3,Liguria,3049652.0,2019.0,-1.4934641367651795,1.3052778626620685,0.0669373262903624,0.4831128767043552,0.4866487927282132,-0.8400470563946554
3,ITC4,Lombardia,20055204.0,2019.0,0.5285868400604928,1.3391560969983336,0.0595600313411049,0.3361810784044673,-0.013041478128444188,0.012401308034643954
4,ITD3,Veneto,9758266.0,2019.0,-0.019796432868270434,1.1931095115557393,0.0576080803863555,0.2240091209448528,-1.092537761039944,-0.6216656376016606
5,ITD4,Friuli-Venezia Giulia,2412432.0,2019.0,-1.021106411909202,1.201088318476354,0.0671249060251315,0.3069845702216017,-0.6756643570872258,-0.660024562360277
6,ITD5,Emilia-Romagna,8928238.0,2019.0,-1.0818844766876843,1.4232922149511926,0.0553607676693116,0.3889448805484974,0.5375584889437863,-0.38121553883385034
7,ITDA,Trentino Alto Adige / Südtirol,2156138.0,2019.0,-0.5688345912057768,1.439035457315097,0.0405133856226097,0.2641472742594153,0.02346685526135324,-0.5834469857097386
8,ITE1,Toscana,7385110.0,2019.0,-1.3934030216210858,1.2709215917772068,0.0639512003148366,0.3790772507350047,-0.09995519862980835,-0.4425938812868828
9,ITE2,Umbria,1740330.0,2019.0,-0.7898913017948915,1.286549707602339,0.0499512670565302,0.3350389863547758,-0.2759225998398467,-0.3883529665799242
10,ITE3,Marche,3025344.0,2019.0,0.7370372370267662,1.2480056248140836,0.0649017009654128,0.2589307444765948,-0.689604485423697,-1.1197708177132808
11,ITE4,Lazio,11511400.0,2019.0,-0.6475817098176891,1.192174265236762,0.0774825224082976,0.3854755489812809,-0.3440009175419356,0.07344369274021727
12,ITF1,Abruzzo,2587882.0,2019.0,-0.21249860783837343,1.3318691662091144,0.0478468899521531,0.2886500902031532,-0.2890913533971639,-1.481453336109004
13,ITF2,Molise,601032.0,2019.0,0.8803257609603856,1.2140406439693852,0.0659804697809448,0.3365003958828186,-0.5042044963620816,-0.7828339284060536
14,ITF3,Campania,11424286.0,2019.0,1.6695076382019067,1.7208833191522932,0.0431066057351507,0.2445525083536657,1.1223640033348656,1.4522813200233635
15,ITF4,Puglia,7906610.0,2019.0,1.328252825743974,1.4466722980482818,0.0933623794069266,0.3987907348953007,0.8330949790448028,1.1274619761192073
16,ITF5,Basilicata,1106508.0,2019.0,0.6332161786625199,1.00670011110737,0.0707046900777751,0.2087471802296219,-1.8749697680575177,-0.37692418613507495
17,ITF6,Calabria,3788220.0,2019.0,1.5683950617267233,1.6378932942497668,0.0732816871918838,0.2136589451243885,0.7750416745642096,1.6626980254257981
18,ITG1,Sicilia,9750580.0,2019.0,1.5046551360337772,2.1166598517306974,0.0983128588952692,0.2764493590997173,3.125922381347354,2.5858854069625816
19,ITG2,Sardegna,3223242.0,2019.0,-0.3554058355276894,1.1719120456300551,0.054192464537806,0.3461543672352359,-0.6878584774722147,0.764903203996344
