,ITTER107,Region,Population,Time,Religious_observation,Live_births,Miscarriages,Abortions,Total_Pregnancies,Female Early Leavers
0,ITC1,Piemonte,8657130.0,2018,9.206284299762162,1.235494880546075,0.1238420282788883,0.3890784982935154,1.7484154071184788,5.912749721905527
1,ITC2,Valle d'Aosta / Vallée d'Aoste,251306.0,2018,7.958425186824031,1.16580310880829,0.1214378238341968,0.2509715025906736,1.5382124352331603,6.946711976634063
2,ITC3,Liguria,3065960.0,2018,9.1977716604261,1.3114466804918656,0.0226363291176212,0.4366620907205654,1.7707451003300525,6.570800793226264
3,ITC4,Lombardia,20021666.0,2018,11.842171375748652,1.2565525127024133,0.0772008793049303,0.3264177986778217,1.6601711906851653,5.052072769568727
4,ITD3,Veneto,9769180.0,2018,11.82289608749148,1.1747187293183323,0.1706994237381156,0.2306258171780923,1.57604397023454,5.411536116644386
5,ITD4,Friuli-Venezia Giulia,2420828.0,2018,9.79003878011986,1.1923932907521668,0.2153183635804368,0.2922177791448785,1.699929433477482,3.544309550286101
6,ITD5,Emilia-Romagna,8918906.0,2018,9.373346910484312,1.3786019094980488,0.1701651730212598,0.381851608288892,1.9306186908082008,4.672598769400642
7,ITDA,Trentino Alto Adige / Südtirol,2148068.0,2018,11.079723733140664,1.3829839222010458,0.1653390672596067,0.2508592744628516,1.7991822639235042,4.057636909073642
8,ITE1,Toscana,7402686.0,2018,8.888665546532705,1.2165279602861732,0.1752080595707402,0.3673528982333187,1.759088918090232,5.065852475709493
9,ITE2,Umbria,1747488.0,2018,10.1288249189694,1.227517875881592,0.1098177026136613,0.3099299607096664,1.6472655392049198,3.6753102739475176
10,ITE3,Marche,3040642.0,2018,13.582657872909737,0.2869642279396249,0.0457173402354794,0.0689276822011844,0.4016092503762888,3.494251806033068
11,ITE4,Lazio,11546152.0,2018,11.518989183582548,1.1038979307628465,0.2053763592116924,0.3622220034041835,1.6714962933787223,4.3957599033859935
12,ITF1,Abruzzo,2601290.0,2018,12.532243617589735,1.1951944513252415,0.1788147138964577,0.2569977706217488,1.631006935843448,3.530963175962696
13,ITF2,Molise,607580.0,2018,13.166990355179564,0.9154929577464788,0.147247119078105,0.2848911651728553,1.3476312419974392,4.056196714835907
14,ITF3,Campania,11480582.0,2018,14.311121160930693,1.55175047563499,0.0052771181380105,0.2262217222847144,1.783249316057715,9.579951103524197
15,ITF4,Puglia,7951056.0,2018,14.828219044111876,1.352222636461326,0.2263207526480843,0.3600956161319327,1.938639005241343,6.674683714968175
16,ITF5,Basilicata,1117174.0,2018,13.516247245281397,0.9804246298565796,0.1805173727269716,0.1755490046702659,1.3364910072538174,4.065830389894502
17,ITF6,Calabria,3824042.0,2018,15.664053898989604,1.394291018797865,0.2093293107449524,0.2000464144813181,1.803666744024136,7.488983436897397
18,ITG1,Sicilia,9817096.0,2018,14.352513207571771,1.952341938745272,0.2477033834783063,0.2466574860111213,2.4467028082346998,10.630949620946968
19,ITG2,Sardegna,13061610.0,2018,2.802104794125686,1.0691915900900302,0.1895022407808822,0.2579890155192361,1.5166828463901485,8.453123313282207
