"Age","Total males","Total females","Total"
"0","12409","12016","24425"
"1","13380","12598","25978"
"2","13811","13148","26959"
"3","14244","13211","27455"
"4","14897","14113","29010"
"5","15150","14237","29387"
"6","15919","15274","31193"
"7","16196","15384","31580"
"8","16744","15826","32570"
"9","16854","15907","32761"
"10","17550","16224","33774"
"11","17364","16091","33455"
"12","17088","16054","33142"
"13","17032","15940","32972"
"14","17040","15914","32954"
"15","16656","15531","32187"
"16","16752","15621","32373"
"17","16632","15640","32272"
"18","17101","15706","32807"
"19","17112","15148","32260"
"20","17721","15370","33091"
"21","17437","15437","32874"
"22","17246","15543","32789"
"23","17005","15461","32466"
"24","16921","15810","32731"
"25","17309","15958","33267"
"26","18005","17121","35126"
"27","18026","17159","35185"
"28","18960","17880","36840"
"29","18506","18024","36530"
"30","19277","18833","38110"
"31","18784","18563","37347"
"32","18453","18938","37391"
"33","19441","19849","39290"
"34","19842","19996","39838"
"35","20369","20685","41054"
"36","21145","21181","42326"
"37","21348","21611","42959"
"38","22146","22156","44302"
"39","23038","23374","46412"
"40","24451","24917","49368"
"41","25350","25829","51179"
"42","26432","27265","53697"
"43","27758","28660","56418"
"44","29155","30044","59199"
"45","29303","30327","59630"
"46","29760","30322","60082"
"47","29845","30743","60588"
"48","29662","29815","59477"
"49","30152","30985","61137"
"50","29530","30771","60301"
"51","29577","31055","60632"
"52","30270","31147","61417"
"53","30193","31242","61435"
"54","30325","31635","61960"
"55","28250","29634","57884"
"56","27169","28617","55786"
"57","26336","28287","54623"
"58","25768","27198","52966"
"59","25126","26519","51645"
"60","23656","25987","49643"
"61","23201","25348","48549"
"62","22835","24997","47832"
"63","22199","24636","46835"
"64","21826","24453","46279"
"65","20988","22902","43890"
"66","20609","22921","43530"
"67","20621","22566","43187"
"68","21118","23325","44443"
"69","21820","24522","46342"
"70","23142","26038","49180"
"71","22799","26109","48908"
"72","22801","26137","48938"
"73","17462","20311","37773"
"74","17237","20219","37456"
"75","17030","20290","37320"
"76","15969","19422","35391"
"77","16032","20112","36144"
"78","17450","22478","39928"
"79","16691","21298","37989"
"80","16289","21141","37430"
"81","13973","19030","33003"
"82","12228","17026","29254"
"83","11938","17020","28958"
"84","10367","15404","25771"
"85","9281","14408","23689"
"86","8017","13319","21336"
"87","7285","12725","20010"
"88","6493","12198","18691"
"89","5086","10200","15286"
"90","4154","9120","13274"
"91","3380","7750","11130"
"92","2620","6363","8983"
"93","1878","5319","7197"
"94","1439","4263","5702"
"95","1039","3333","4372"
"96","675","2455","3130"
"97","496","1855","2351"
"98","289","1348","1637"
"99","132","594","726"
"100 and over","164","826","990"
"Total","1788031","1913312","3701343"
