"Age","Total males","Total females","Total"
"0","16773","15545","32318"
"1","17299","16142","33441"
"2","18003","17135","35138"
"3","18635","17704","36339"
"4","19172","18178","37350"
"5","19557","18719","38276"
"6","20468","19078","39546"
"7","20665","19648","40313"
"8","21555","20120","41675"
"9","21762","20600","42362"
"10","21704","20349","42053"
"11","21687","20154","41841"
"12","21391","20065","41456"
"13","20959","19759","40718"
"14","20727","19582","40309"
"15","20384","18952","39336"
"16","20470","19043","39513"
"17","20410","19008","39418"
"18","21131","19066","40197"
"19","20743","18785","39528"
"20","21564","18363","39927"
"21","21119","18805","39924"
"22","20793","18889","39682"
"23","20745","18669","39414"
"24","20891","19213","40104"
"25","21122","19534","40656"
"26","22072","20752","42824"
"27","22351","21204","43555"
"28","22927","22017","44944"
"29","22713","22209","44922"
"30","23325","22553","45878"
"31","23078","22962","46040"
"32","23197","23416","46613"
"33","24304","24379","48683"
"34","24975","24964","49939"
"35","25516","25619","51135"
"36","26318","26432","52750"
"37","26713","26662","53375"
"38","27846","27648","55494"
"39","28658","29035","57693"
"40","30723","30754","61477"
"41","32036","32170","64206"
"42","33667","33723","67390"
"43","35316","35519","70835"
"44","37199","36788","73987"
"45","37011","37014","74025"
"46","37218","37022","74240"
"47","37405","37317","74722"
"48","36708","36991","73699"
"49","37072","37375","74447"
"50","36998","37062","74060"
"51","36404","36519","72923"
"52","36730","36847","73577"
"53","36050","36509","72559"
"54","36556","37258","73814"
"55","34018","34910","68928"
"56","32538","34053","66591"
"57","31730","33412","65142"
"58","30546","32503","63049"
"59","29807","31791","61598"
"60","28298","30316","58614"
"61","28024","30220","58244"
"62","27478","29724","57202"
"63","26238","28559","54797"
"64","25148","28053","53201"
"65","24108","26741","50849"
"66","23408","26656","50064"
"67","23251","26081","49332"
"68","24087","27444","51531"
"69","24388","27535","51923"
"70","25664","29058","54722"
"71","25701","28453","54154"
"72","25567","29094","54661"
"73","17734","20691","38425"
"74","19720","22897","42617"
"75","19338","22640","41978"
"76","18591","22256","40847"
"77","18767","22604","41371"
"78","19632","24891","44523"
"79","18924","24228","43152"
"80","18276","23840","42116"
"81","16063","21068","37131"
"82","13804","19228","33032"
"83","13956","19584","33540"
"84","12596","18650","31246"
"85","10914","16748","27662"
"86","9371","15184","24555"
"87","8454","14408","22862"
"88","7482","13884","21366"
"89","5995","11555","17550"
"90","4896","10330","15226"
"91","3894","9090","12984"
"92","2936","7522","10458"
"93","2287","6463","8750"
"94","1736","5001","6737"
"95","1250","4064","5314"
"96","848","2991","3839"
"97","620","2247","2867"
"98","382","1471","1853"
"99","187","746","933"
"100 and over","180","1097","1277"
"Total","2169647","2289806","4459453"
