DATAFLOW,FREQ,RESIDENCE_TERR,DATA_TYPE,CITIZENSHIP_MOTHER,MOTHER_AGE,FATHERS_AGE,YEAR_BIRTH_MOTHER,MARITAL_STATUS_MOTHER,MARITAL_STATUS_FATHER,COUPLE_OF_PARENTS,GEOG_AREA_BIRTH,CITIZEN_FOREIN_OFBIRTH,Y_BORN_ALIVE_MARRIAGE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_RESIDENCE_TERR,NOTE_DATA_TYPE,NOTE_CITIZENSHIP_MOTHER,NOTE_MOTHER_AGE,NOTE_FATHERS_AGE,NOTE_YEAR_BIRTH_MOTHER,NOTE_MARITAL_STATUS_MOTHER,NOTE_MARITAL_STATUS_FATHER,NOTE_COUPLE_OF_PARENTS,NOTE_GEOG_AREA_BIRTH,NOTE_CITIZEN_FOREIN_OFBIRTH,NOTE_Y_BORN_ALIVE_MARRIAGE,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC1,LBIRTHES_FROM2017,FRG,Y_UN17,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2018,17,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC1,LBIRTHES_FROM2017,FRG,Y18,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2018,32,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC1,LBIRTHES_FROM2017,FRG,Y19,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2018,89,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC1,LBIRTHES_FROM2017,FRG,Y20,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2018,120,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC1,LBIRTHES_FROM2017,FRG,Y21,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2018,161,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC1,LBIRTHES_FROM2017,FRG,Y22,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2018,208,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC1,LBIRTHES_FROM2017,FRG,Y23,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2018,317,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC1,LBIRTHES_FROM2017,FRG,Y24,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2018,327,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC1,LBIRTHES_FROM2017,FRG,Y25,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2018,385,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC1,LBIRTHES_FROM2017,ITL,Y_UN17,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2018,29,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
