DATAFLOW,FREQ,RESIDENCE_TERR,DATA_TYPE,CITIZENSHIP_MOTHER,MOTHER_AGE,FATHERS_AGE,YEAR_BIRTH_MOTHER,MARITAL_STATUS_MOTHER,MARITAL_STATUS_FATHER,COUPLE_OF_PARENTS,GEOG_AREA_BIRTH,CITIZEN_FOREIN_OFBIRTH,Y_BORN_ALIVE_MARRIAGE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_RESIDENCE_TERR,NOTE_DATA_TYPE,NOTE_CITIZENSHIP_MOTHER,NOTE_MOTHER_AGE,NOTE_FATHERS_AGE,NOTE_YEAR_BIRTH_MOTHER,NOTE_MARITAL_STATUS_MOTHER,NOTE_MARITAL_STATUS_FATHER,NOTE_COUPLE_OF_PARENTS,NOTE_GEOG_AREA_BIRTH,NOTE_CITIZEN_FOREIN_OFBIRTH,NOTE_Y_BORN_ALIVE_MARRIAGE,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC1,LBIRTHES_FROM2017,TOTAL,Y18,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,62,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC1,LBIRTHES_FROM2017,TOTAL,Y19,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,150,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC1,LBIRTHES_FROM2017,TOTAL,Y20,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,241,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC1,LBIRTHES_FROM2017,TOTAL,Y21,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,303,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC1,LBIRTHES_FROM2017,TOTAL,Y22,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,424,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC1,LBIRTHES_FROM2017,TOTAL,Y23,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,494,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC1,LBIRTHES_FROM2017,TOTAL,Y24,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,658,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC1,LBIRTHES_FROM2017,TOTAL,Y25,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,799,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,FRG,Y_UN17,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,0,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,FRG,Y18,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,1,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,FRG,Y19,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,2,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,FRG,Y20,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,1,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,FRG,Y21,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,1,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,FRG,Y22,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,8,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,FRG,Y23,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,6,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,FRG,Y24,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,5,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,FRG,Y25,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,5,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,ITL,Y_UN17,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,0,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,ITL,Y18,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,0,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,ITL,Y19,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,4,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,ITL,Y20,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,1,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,ITL,Y21,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,5,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,ITL,Y22,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,5,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,ITL,Y23,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,13,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,ITL,Y24,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,16,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,ITL,Y25,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,21,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,TOTAL,Y_UN17,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,0,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,TOTAL,Y18,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,1,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,TOTAL,Y19,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,6,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,TOTAL,Y20,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,2,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,TOTAL,Y21,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,6,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,TOTAL,Y22,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,13,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,TOTAL,Y23,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,19,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,TOTAL,Y24,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,21,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC2,LBIRTHES_FROM2017,TOTAL,Y25,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,26,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,FRG,Y_UN17,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,5,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,FRG,Y18,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,15,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,FRG,Y19,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,32,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,FRG,Y20,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,56,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,FRG,Y21,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,69,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,FRG,Y22,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,82,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,FRG,Y23,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,104,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,FRG,Y24,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,109,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,FRG,Y25,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,145,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,ITL,Y_UN17,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,6,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,ITL,Y18,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,22,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,ITL,Y19,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,14,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,ITL,Y20,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,22,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,ITL,Y21,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,39,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,ITL,Y22,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,72,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,ITL,Y23,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,64,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,ITL,Y24,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,89,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,ITL,Y25,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,123,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,TOTAL,Y_UN17,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,11,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,TOTAL,Y18,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,37,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,TOTAL,Y19,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,46,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,TOTAL,Y20,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,78,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,TOTAL,Y21,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,108,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,TOTAL,Y22,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,154,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,TOTAL,Y23,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,168,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,TOTAL,Y24,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,198,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC3,LBIRTHES_FROM2017,TOTAL,Y25,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,268,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC4,LBIRTHES_FROM2017,FRG,Y_UN17,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,45,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC4,LBIRTHES_FROM2017,FRG,Y18,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,83,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC4,LBIRTHES_FROM2017,FRG,Y19,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,184,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC4,LBIRTHES_FROM2017,FRG,Y20,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,356,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC4,LBIRTHES_FROM2017,FRG,Y21,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,466,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC4,LBIRTHES_FROM2017,FRG,Y22,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,624,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC4,LBIRTHES_FROM2017,FRG,Y23,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,734,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC4,LBIRTHES_FROM2017,FRG,Y24,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,934,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC4,LBIRTHES_FROM2017,FRG,Y25,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,1109,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC4,LBIRTHES_FROM2017,ITL,Y_UN17,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,68,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC4,LBIRTHES_FROM2017,ITL,Y18,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,99,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC4,LBIRTHES_FROM2017,ITL,Y19,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,186,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC4,LBIRTHES_FROM2017,ITL,Y20,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,242,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC4,LBIRTHES_FROM2017,ITL,Y21,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,329,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC4,LBIRTHES_FROM2017,ITL,Y22,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,439,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
IT1:25_74_DF_DCIS_NATI1_8(1.0),A,ITC4,LBIRTHES_FROM2017,ITL,Y23,TOTAL,ALL,99,99,ALL,ALL,WORLD,9,2019,534,,,,TIPO_DATO15__LBIRTHES_FROM2017_N1,,,,,,,,,,,,,
