"Age","Total males","Total females","Total"
"0","2766","2722","5488"
"1","2954","2745","5699"
"2","3071","2921","5992"
"3","3259","3122","6381"
"4","3295","3133","6428"
"5","3500","3345","6845"
"6","3682","3436","7118"
"7","3751","3710","7461"
"8","3836","3716","7552"
"9","4002","3740","7742"
"10","3991","3715","7706"
"11","4128","4004","8132"
"12","4182","3915","8097"
"13","4136","3846","7982"
"14","4114","3834","7948"
"15","3957","3786","7743"
"16","4016","3640","7656"
"17","3906","3762","7668"
"18","3949","3651","7600"
"19","3995","3830","7825"
"20","4201","3617","7818"
"21","4242","3671","7913"
"22","4160","3708","7868"
"23","4168","3748","7916"
"24","4131","3776","7907"
"25","4097","3851","7948"
"26","4225","3943","8168"
"27","4458","4146","8604"
"28","4387","4097","8484"
"29","4433","4289","8722"
"30","4525","4393","8918"
"31","4694","4642","9336"
"32","4567","4460","9027"
"33","4562","4628","9190"
"34","4672","4824","9496"
"35","4747","4872","9619"
"36","5139","5141","10280"
"37","5147","5067","10214"
"38","5214","5277","10491"
"39","5304","5288","10592"
"40","5478","5536","11014"
"41","5680","5925","11605"
"42","5992","6095","12087"
"43","6180","6244","12424"
"44","6353","6688","13041"
"45","6645","6999","13644"
"46","6685","6876","13561"
"47","6505","6895","13400"
"48","6637","6996","13633"
"49","6637","6786","13423"
"50","6745","7115","13860"
"51","6657","7155","13812"
"52","6572","7081","13653"
"53","6658","7002","13660"
"54","6921","7249","14170"
"55","6930","7300","14230"
"56","6338","6992","13330"
"57","6224","6731","12955"
"58","6279","6628","12907"
"59","6102","6620","12722"
"60","5852","6336","12188"
"61","5528","6005","11533"
"62","5385","5900","11285"
"63","5490","5979","11469"
"64","5331","5844","11175"
"65","5128","5758","10886"
"66","5110","5579","10689"
"67","4755","5327","10082"
"68","5009","5547","10556"
"69","5088","5588","10676"
"70","5239","5766","11005"
"71","5584","6129","11713"
"72","5105","5660","10765"
"73","4811","5477","10288"
"74","3796","4411","8207"
"75","3918","4738","8656"
"76","4168","4811","8979"
"77","3771","4424","8195"
"78","3728","4471","8199"
"79","4061","4936","8997"
"80","3730","4929","8659"
"81","3751","4868","8619"
"82","3038","4405","7443"
"83","2695","3957","6652"
"84","2613","3867","6480"
"85","2366","3672","6038"
"86","2158","3373","5531"
"87","1780","2936","4716"
"88","1633","2917","4550"
"89","1380","2710","4090"
"90","986","2250","3236"
"91","812","1922","2734"
"92","650","1728","2378"
"93","517","1339","1856"
"94","375","1135","1510"
"95","302","848","1150"
"96","176","607","783"
"97","119","423","542"
"98","91","332","423"
"99","49","200","249"
"100 and over","35","243","278"
"Total","419894","450271","870165"
