,ITTER107,Region,Population,Time,Religious_observation,Live_births,Miscarriages,Abortions,Total_Pregnancies,Female Early Leavers
0,ITC1,Piemonte,8622434.0,2019.0,-0.6144334654690848,1.15723062404841,0.137174878512674,0.3655564581640942,0.24031782130367338,0.07514984595455097
1,ITC2,Valle d'Aosta / Vallée d'Aoste,250068.0,2019.0,-0.6516766869116146,1.0932475884244373,0.0884244372990353,0.2170418006430868,-0.9548011790856079,-0.07769729835978947
2,ITC3,Liguria,3049652.0,2019.0,-1.4934641367651795,1.1641274137454345,0.1746191120618151,0.4343650412537652,0.7579377643150078,-0.8674075439838799
3,ITC4,Lombardia,20055204.0,2019.0,0.5285868400604928,1.2031325195782474,0.1341343610670294,0.3041638328421371,0.1555438353414913,0.024200797849770677
4,ITD3,Veneto,9758266.0,2019.0,-0.019796432868270434,1.063842599469283,0.1684082907461752,0.2027322689554671,-0.7888816448758894,-0.6126623034599796
5,ITD4,Friuli-Venezia Giulia,2412432.0,2019.0,-1.021106411909202,1.0954784663301471,0.2237496867504385,0.3159345576916192,0.1268699113809292,-0.6636113515647595
6,ITD5,Emilia-Romagna,8928238.0,2019.0,-1.0818844766876843,1.2529513913533106,0.1573286773508216,0.3409182316729834,0.6576922202125742,-0.3833915869884695
7,ITDA,Trentino Alto Adige / Südtirol,2156138.0,2019.0,-0.5688345912057768,1.330459583846503,0.1612432747779866,0.217151746937188,0.4639846006544266,-0.5617132553551998
8,ITE1,Toscana,7385110.0,2019.0,-1.3934030216210858,1.0886172650878534,0.1805680950065976,0.3463782207097715,0.037210734777274906,-0.4598151591456397
9,ITE2,Umbria,1740330.0,2019.0,-0.7898913017948915,1.1062378167641325,0.1327972709551657,0.249756335282651,-0.542727624904438,-0.4088661110408594
10,ITE3,Marche,3025344.0,2019.0,0.7370372370267662,1.0167933151248003,0.1372400551664458,0.2203953595283809,-1.0658970166914208,-1.1221527845077799
11,ITE4,Lazio,11511400.0,2019.0,-0.6475817098176891,1.0336872875834258,0.1482733724267878,0.3060559635127758,-0.5462720620008774,0.0496753219021606
12,ITF1,Abruzzo,2587882.0,2019.0,-0.21249860783837343,1.0887128402227626,0.1662875519648599,0.2627657071142835,-0.4101785972866073,-1.47879612124124
13,ITF2,Molise,601032.0,2019.0,0.8803257609603856,1.0754816574294008,0.1550541039852203,0.2771179730799683,-0.4564391355666699,-0.7655094477743197
14,ITF3,Campania,11424286.0,2019.0,1.6695076382019067,1.436886857838359,0.1663689587359903,0.1962336659773366,0.8786075178845735,1.4507741447836113
15,ITF4,Puglia,7906610.0,2019.0,1.328252825743974,1.2852887565020228,0.2047303605566176,0.3376606055217179,1.0075680234457491,1.1196053321025414
16,ITF5,Basilicata,1106508.0,2019.0,0.6332161786625199,0.9023265209925592,0.1498266051648092,0.1717113901888825,-1.754675724116336,-0.35791706293607956
17,ITF6,Calabria,3788220.0,2019.0,1.5683950617267233,1.3066981365513828,0.1803490873098958,0.1675009992957344,0.21555186212574548,1.680044861255122
18,ITG1,Sicilia,9750580.0,2019.0,1.5046551360337772,1.8098099521769275,0.222759515724724,0.2328930292094081,3.01027136588023,2.5716532030887724
19,ITG2,Sardegna,3223242.0,2019.0,-0.3554058355276894,0.9510777526384956,0.1774803213613147,0.2533497717142431,-1.0316826727938586,0.7884365194214706
