"Age","Total males","Total females","Total"
"0","17170","16105","33275"
"1","18182","17210","35392"
"2","19045","17886","36931"
"3","19652","18490","38142"
"4","20104","19164","39268"
"5","20775","19858","40633"
"6","21386","20228","41614"
"7","22410","21227","43637"
"8","22759","21680","44439"
"9","23631","22217","45848"
"10","23970","22523","46493"
"11","24379","23060","47439"
"12","24026","22912","46938"
"13","24202","22806","47008"
"14","24155","22562","46717"
"15","24434","22903","47337"
"16","23878","22581","46459"
"17","23819","22130","45949"
"18","23861","22057","45918"
"19","24839","23085","47924"
"20","24410","22854","47264"
"21","25119","22889","48008"
"22","25065","22951","48016"
"23","24876","22692","47568"
"24","24671","22235","46906"
"25","24364","22720","47084"
"26","24207","23235","47442"
"27","25406","23932","49338"
"28","25042","24193","49235"
"29","25868","24497","50365"
"30","25379","24753","50132"
"31","25784","25478","51262"
"32","25123","24462","49585"
"33","25022","25089","50111"
"34","26320","26407","52727"
"35","26351","26461","52812"
"36","27223","26760","53983"
"37","27887","28248","56135"
"38","28710","28546","57256"
"39","29856","28982","58838"
"40","30813","30528","61341"
"41","32922","32667","65589"
"42","33956","34078","68034"
"43","35831","35318","71149"
"44","37726","37068","74794"
"45","40012","39518","79530"
"46","39797","39192","78989"
"47","40703","39475","80178"
"48","40805","40398","81203"
"49","40992","40253","81245"
"50","42016","41333","83349"
"51","41273","41125","82398"
"52","41738","41276","83014"
"53","41925","41728","83653"
"54","41950","41685","83635"
"55","41863","42439","84302"
"56","39258","39684","78942"
"57","37709","38171","75880"
"58","36719","37491","74210"
"59","34573","35504","70077"
"60","34284","35243","69527"
"61","31863","33240","65103"
"62","31178","32416","63594"
"63","30267","32075","62342"
"64","29026","30934","59960"
"65","28673","30203","58876"
"66","27638","29141","56779"
"67","26815","28797","55612"
"68","26490","28180","54670"
"69","27004","29743","56747"
"70","26692","29001","55693"
"71","27070","30012","57082"
"72","26107","29235","55342"
"73","28001","31501","59502"
"74","18631","21794","40425"
"75","21355","24904","46259"
"76","21191","25451","46642"
"77","20078","24566","44644"
"78","19588","24041","43629"
"79","19956","25269","45225"
"80","19152","24113","43265"
"81","17182","23239","40421"
"82","14865","20744","35609"
"83","12690","19020","31710"
"84","12205","18519","30724"
"85","10761","17252","28013"
"86","8864","15053","23917"
"87","7593","14363","21956"
"88","6484","12947","19431"
"89","5643","12341","17984"
"90","4297","9879","14176"
"91","3334","8949","12283"
"92","2680","7639","10319"
"93","1940","5993","7933"
"94","1421","4847","6268"
"95","984","3644","4628"
"96","742","2875","3617"
"97","441","1971","2412"
"98","277","1387","1664"
"99","157","911","1068"
"100 and over","157","985","1142"
"Total","2389717","2489416","4879133"
