"Age","Total males","Total females","Total"
"0","418","417","835"
"1","476","417","893"
"2","475","413","888"
"3","498","453","951"
"4","485","476","961"
"5","550","500","1050"
"6","519","514","1033"
"7","573","551","1124"
"8","608","574","1182"
"9","581","574","1155"
"10","639","585","1224"
"11","619","585","1204"
"12","623","584","1207"
"13","652","583","1235"
"14","582","560","1142"
"15","583","592","1175"
"16","595","587","1182"
"17","595","520","1115"
"18","625","558","1183"
"19","636","590","1226"
"20","622","570","1192"
"21","633","568","1201"
"22","588","544","1132"
"23","630","586","1216"
"24","610","544","1154"
"25","581","561","1142"
"26","586","550","1136"
"27","650","583","1233"
"28","619","577","1196"
"29","625","643","1268"
"30","660","578","1238"
"31","651","630","1281"
"32","615","626","1241"
"33","605","639","1244"
"34","657","642","1299"
"35","664","646","1310"
"36","702","681","1383"
"37","679","730","1409"
"38","657","672","1329"
"39","758","682","1440"
"40","723","701","1424"
"41","881","827","1708"
"42","838","821","1659"
"43","862","920","1782"
"44","890","951","1841"
"45","985","970","1955"
"46","997","1006","2003"
"47","984","1033","2017"
"48","1022","1080","2102"
"49","1014","1050","2064"
"50","1078","1123","2201"
"51","1035","1077","2112"
"52","1064","1111","2175"
"53","1103","1100","2203"
"54","1055","1058","2113"
"55","1146","1116","2262"
"56","1060","1018","2078"
"57","929","983","1912"
"58","1000","940","1940"
"59","846","915","1761"
"60","905","952","1857"
"61","817","849","1666"
"62","813","848","1661"
"63","799","799","1598"
"64","754","868","1622"
"65","765","827","1592"
"66","792","768","1560"
"67","744","749","1493"
"68","737","773","1510"
"69","724","777","1501"
"70","748","834","1582"
"71","759","836","1595"
"72","746","735","1481"
"73","675","733","1408"
"74","489","593","1082"
"75","569","579","1148"
"76","580","622","1202"
"77","554","632","1186"
"78","524","659","1183"
"79","540","682","1222"
"80","477","637","1114"
"81","478","640","1118"
"82","398","577","975"
"83","338","513","851"
"84","296","468","764"
"85","242","440","682"
"86","236","439","675"
"87","192","380","572"
"88","175","357","532"
"89","162","355","517"
"90","136","276","412"
"91","96","246","342"
"92","63","205","268"
"93","50","164","214"
"94","49","117","166"
"95","20","82","102"
"96","16","73","89"
"97","12","51","63"
"98","5","44","49"
"99","4","25","29"
"100 and over","6","24","30"
"Total","61121","63913","125034"
