Region code,Region,Age,Sex,Population
ITD4,Friuli-Venezia Giulia,22,Females,4862
ITD4,Friuli-Venezia Giulia,23,Total,10290
ITD4,Friuli-Venezia Giulia,23,Males,5359
ITD4,Friuli-Venezia Giulia,23,Females,4931
ITD4,Friuli-Venezia Giulia,24,Total,10523
ITD4,Friuli-Venezia Giulia,24,Males,5498
ITD4,Friuli-Venezia Giulia,24,Females,5025
ITD4,Friuli-Venezia Giulia,25,Total,11182
ITD4,Friuli-Venezia Giulia,25,Males,5790
ITD4,Friuli-Venezia Giulia,25,Females,5392
ITC3,Liguria,15,Total,12595
ITC3,Liguria,15,Males,6507
ITC3,Liguria,15,Females,6088
ITC3,Liguria,16,Total,12678
ITC3,Liguria,16,Males,6478
ITC3,Liguria,16,Females,6200
ITC3,Liguria,17,Total,12937
ITC3,Liguria,17,Males,6733
ITC3,Liguria,17,Females,6204
ITC3,Liguria,18,Total,12892
ITC3,Liguria,18,Males,6866
ITC3,Liguria,18,Females,6026
ITC3,Liguria,19,Total,13181
ITC3,Liguria,19,Males,7018
ITC3,Liguria,19,Females,6163
ITC3,Liguria,20,Total,13140
ITC3,Liguria,20,Males,6935
ITC3,Liguria,20,Females,6205
ITC3,Liguria,21,Total,13392
ITC3,Liguria,21,Males,7202
ITC3,Liguria,21,Females,6190
ITC3,Liguria,22,Total,13033
ITC3,Liguria,22,Males,6845
ITC3,Liguria,22,Females,6188
ITC3,Liguria,23,Total,13079
ITC3,Liguria,23,Males,6783
ITC3,Liguria,23,Females,6296
ITC3,Liguria,24,Total,13380
ITC3,Liguria,24,Males,6957
ITC3,Liguria,24,Females,6423
ITC3,Liguria,25,Total,14135
ITC3,Liguria,25,Males,7376
ITC3,Liguria,25,Females,6759
ITD5,Emilia-Romagna,15,Total,39284
ITD5,Emilia-Romagna,15,Males,20311
ITD5,Emilia-Romagna,15,Females,18973
ITD5,Emilia-Romagna,16,Total,39091
ITD5,Emilia-Romagna,16,Males,20204
ITD5,Emilia-Romagna,16,Females,18887
ITD5,Emilia-Romagna,17,Total,39732
ITD5,Emilia-Romagna,17,Males,20820
ITD5,Emilia-Romagna,17,Females,18912
ITD5,Emilia-Romagna,18,Total,38833
ITD5,Emilia-Romagna,18,Males,20299
ITD5,Emilia-Romagna,18,Females,18534
ITD5,Emilia-Romagna,19,Total,39179
ITD5,Emilia-Romagna,19,Males,21103
ITD5,Emilia-Romagna,19,Females,18076
ITD5,Emilia-Romagna,20,Total,39198
ITD5,Emilia-Romagna,20,Males,20710
ITD5,Emilia-Romagna,20,Females,18488
ITD5,Emilia-Romagna,21,Total,38899
ITD5,Emilia-Romagna,21,Males,20343
ITD5,Emilia-Romagna,21,Females,18556
ITD5,Emilia-Romagna,22,Total,38513
ITD5,Emilia-Romagna,22,Males,20261
ITD5,Emilia-Romagna,22,Females,18252
ITD5,Emilia-Romagna,23,Total,39111
ITD5,Emilia-Romagna,23,Males,20346
ITD5,Emilia-Romagna,23,Females,18765
ITD5,Emilia-Romagna,24,Total,39524
ITD5,Emilia-Romagna,24,Males,20512
ITD5,Emilia-Romagna,24,Females,19012
ITD5,Emilia-Romagna,25,Total,41432
ITD5,Emilia-Romagna,25,Males,21303
ITD5,Emilia-Romagna,25,Females,20129
ITE1,Toscana,15,Total,32312
ITE1,Toscana,15,Males,16702
ITE1,Toscana,15,Females,15610
ITE1,Toscana,16,Total,32122
ITE1,Toscana,16,Males,16524
ITE1,Toscana,16,Females,15598
ITE1,Toscana,17,Total,32522
ITE1,Toscana,17,Males,16871
ITE1,Toscana,17,Females,15651
ITE1,Toscana,18,Total,31829
ITE1,Toscana,18,Males,16823
ITE1,Toscana,18,Females,15006
ITE1,Toscana,19,Total,32798
ITE1,Toscana,19,Males,17566
ITE1,Toscana,19,Females,15232
ITE1,Toscana,20,Total,32603
ITE1,Toscana,20,Males,17282
ITE1,Toscana,20,Females,15321
ITE1,Toscana,21,Total,32397
ITE1,Toscana,21,Males,17100
ITE1,Toscana,21,Females,15297
ITE1,Toscana,22,Total,32056
ITE1,Toscana,22,Males,16868
ITE1,Toscana,22,Females,15188
ITE1,Toscana,23,Total,32347
ITE1,Toscana,23,Males,16763
ITE1,Toscana,23,Females,15584
ITE1,Toscana,24,Total,32915
ITE1,Toscana,24,Males,17138
ITE1,Toscana,24,Females,15777
ITE1,Toscana,25,Total,34668
ITE1,Toscana,25,Males,17790
ITE1,Toscana,25,Females,16878
ITE2,Umbria,15,Total,7621
ITE2,Umbria,15,Males,3870
ITE2,Umbria,15,Females,3751
ITE2,Umbria,16,Total,7528
ITE2,Umbria,16,Males,3874
ITE2,Umbria,16,Females,3654
ITE2,Umbria,17,Total,7722
ITE2,Umbria,17,Males,3926
ITE2,Umbria,17,Females,3796
ITE2,Umbria,18,Total,7657
ITE2,Umbria,18,Males,4108
ITE2,Umbria,18,Females,3549
ITE2,Umbria,19,Total,7756
ITE2,Umbria,19,Males,4153
ITE2,Umbria,19,Females,3603
ITE2,Umbria,20,Total,7760
ITE2,Umbria,20,Males,4104
ITE2,Umbria,20,Females,3656
ITE2,Umbria,21,Total,7789
ITE2,Umbria,21,Males,4107
ITE2,Umbria,21,Females,3682
ITE2,Umbria,22,Total,7860
ITE2,Umbria,22,Males,4090
ITE2,Umbria,22,Females,3770
ITE2,Umbria,23,Total,7881
ITE2,Umbria,23,Males,4093
ITE2,Umbria,23,Females,3788
ITE2,Umbria,24,Total,8088
ITE2,Umbria,24,Males,4172
ITE2,Umbria,24,Females,3916
ITE2,Umbria,25,Total,8554
ITE2,Umbria,25,Males,4431
ITE2,Umbria,25,Females,4123
ITE3,Marche,15,Total,13638
ITE3,Marche,15,Males,7085
ITE3,Marche,15,Females,6553
ITE3,Marche,16,Total,13520
ITE3,Marche,16,Males,6945
ITE3,Marche,16,Females,6575
ITE3,Marche,17,Total,14035
ITE3,Marche,17,Males,7381
ITE3,Marche,17,Females,6654
ITE3,Marche,18,Total,13998
ITE3,Marche,18,Males,7269
ITE3,Marche,18,Females,6729
ITE3,Marche,19,Total,14375
ITE3,Marche,19,Males,7673
ITE3,Marche,19,Females,6702
ITE3,Marche,20,Total,14183
ITE3,Marche,20,Males,7442
ITE3,Marche,20,Females,6741
ITE3,Marche,21,Total,14113
ITE3,Marche,21,Males,7452
ITE3,Marche,21,Females,6661
ITE3,Marche,22,Total,14260
ITE3,Marche,22,Males,7485
ITE3,Marche,22,Females,6775
ITE3,Marche,23,Total,14157
ITE3,Marche,23,Males,7368
ITE3,Marche,23,Females,6789
ITE3,Marche,24,Total,14595
ITE3,Marche,24,Males,7508
ITE3,Marche,24,Females,7087
ITE3,Marche,25,Total,15212
ITE3,Marche,25,Males,7822
ITE3,Marche,25,Females,7390
ITE4,Lazio,15,Total,51980
ITE4,Lazio,15,Males,26825
ITE4,Lazio,15,Females,25155
ITE4,Lazio,16,Total,52153
ITE4,Lazio,16,Males,26887
ITE4,Lazio,16,Females,25266
ITE4,Lazio,17,Total,52892
ITE4,Lazio,17,Males,27464
ITE4,Lazio,17,Females,25428
ITE4,Lazio,18,Total,52235
ITE4,Lazio,18,Males,27195
ITE4,Lazio,18,Females,25040
ITE4,Lazio,19,Total,53457
ITE4,Lazio,19,Males,28061
ITE4,Lazio,19,Females,25396
ITE4,Lazio,20,Total,53429
ITE4,Lazio,20,Males,28045
ITE4,Lazio,20,Females,25384
ITE4,Lazio,21,Total,54022
ITE4,Lazio,21,Males,28459
ITE4,Lazio,21,Females,25563
ITE4,Lazio,22,Total,54505
ITE4,Lazio,22,Males,28788
ITE4,Lazio,22,Females,25717
ITE4,Lazio,23,Total,55283
ITE4,Lazio,23,Males,28830
ITE4,Lazio,23,Females,26453
ITE4,Lazio,24,Total,56455
ITE4,Lazio,24,Males,29096
ITE4,Lazio,24,Females,27359
ITE4,Lazio,25,Total,59105
ITE4,Lazio,25,Males,30511
ITE4,Lazio,25,Females,28594
ITF1,Abruzzo,15,Total,11306
ITF1,Abruzzo,15,Males,5859
ITF1,Abruzzo,15,Females,5447
ITF1,Abruzzo,16,Total,11713
ITF1,Abruzzo,16,Males,6015
ITF1,Abruzzo,16,Females,5698
ITF1,Abruzzo,17,Total,11878
ITF1,Abruzzo,17,Males,6262
ITF1,Abruzzo,17,Females,5616
ITF1,Abruzzo,18,Total,11860
ITF1,Abruzzo,18,Males,6203
ITF1,Abruzzo,18,Females,5657
ITF1,Abruzzo,19,Total,12305
ITF1,Abruzzo,19,Males,6445
ITF1,Abruzzo,19,Females,5860
ITF1,Abruzzo,20,Total,12262
ITF1,Abruzzo,20,Males,6469
ITF1,Abruzzo,20,Females,5793
ITF1,Abruzzo,21,Total,12449
ITF1,Abruzzo,21,Males,6409
ITF1,Abruzzo,21,Females,6040
ITF1,Abruzzo,22,Total,12534
ITF1,Abruzzo,22,Males,6539
ITF1,Abruzzo,22,Females,5995
ITF1,Abruzzo,23,Total,12992
ITF1,Abruzzo,23,Males,6673
ITF1,Abruzzo,23,Females,6319
ITF1,Abruzzo,24,Total,13554
ITF1,Abruzzo,24,Males,7018
ITF1,Abruzzo,24,Females,6536
ITF1,Abruzzo,25,Total,14097
ITF1,Abruzzo,25,Males,7252
ITF1,Abruzzo,25,Females,6845
ITF2,Molise,15,Total,2661
ITF2,Molise,15,Males,1355
ITF2,Molise,15,Females,1306
ITF2,Molise,16,Total,2707
ITF2,Molise,16,Males,1393
ITF2,Molise,16,Females,1314
ITF2,Molise,17,Total,2857
ITF2,Molise,17,Males,1482
ITF2,Molise,17,Females,1375
ITF2,Molise,18,Total,2992
ITF2,Molise,18,Males,1605
ITF2,Molise,18,Females,1387
ITF2,Molise,19,Total,3239
ITF2,Molise,19,Males,1835
ITF2,Molise,19,Females,1404
ITF2,Molise,20,Total,3144
ITF2,Molise,20,Males,1743
ITF2,Molise,20,Females,1401
ITF2,Molise,21,Total,3174
ITF2,Molise,21,Males,1675
ITF2,Molise,21,Females,1499
ITF2,Molise,22,Total,3205
ITF2,Molise,22,Males,1672
ITF2,Molise,22,Females,1533
ITF2,Molise,23,Total,3333
ITF2,Molise,23,Males,1804
ITF2,Molise,23,Females,1529
ITF2,Molise,24,Total,3408
ITF2,Molise,24,Males,1801
ITF2,Molise,24,Females,1607
ITF2,Molise,25,Total,3573
ITF2,Molise,25,Males,1864
ITF2,Molise,25,Females,1709
ITF3,Campania,15,Total,63952
ITF3,Campania,15,Males,32782
ITF3,Campania,15,Females,31170
ITF3,Campania,16,Total,65506
ITF3,Campania,16,Males,33838
ITF3,Campania,16,Females,31668
ITF3,Campania,17,Total,66833
ITF3,Campania,17,Males,34478
ITF3,Campania,17,Females,32355
ITF3,Campania,18,Total,67494
ITF3,Campania,18,Males,35039
ITF3,Campania,18,Females,32455
ITF3,Campania,19,Total,68425
ITF3,Campania,19,Males,35911
ITF3,Campania,19,Females,32514
ITF3,Campania,20,Total,68370
ITF3,Campania,20,Males,35775
ITF3,Campania,20,Females,32595
ITF3,Campania,21,Total,69233
ITF3,Campania,21,Males,36035
ITF3,Campania,21,Females,33198
ITF3,Campania,22,Total,69528
ITF3,Campania,22,Males,35634
ITF3,Campania,22,Females,33894
ITF3,Campania,23,Total,70706
ITF3,Campania,23,Males,36412
ITF3,Campania,23,Females,34294
ITF3,Campania,24,Total,72189
ITF3,Campania,24,Males,36881
ITF3,Campania,24,Females,35308
ITF3,Campania,25,Total,75502
ITF3,Campania,25,Males,38525
ITF3,Campania,25,Females,36977
ITF4,Puglia,15,Total,40787
ITF4,Puglia,15,Males,20814
ITF4,Puglia,15,Females,19973
ITF4,Puglia,16,Total,41925
ITF4,Puglia,16,Males,21606
ITF4,Puglia,16,Females,20319
ITF4,Puglia,17,Total,42888
ITF4,Puglia,17,Males,21999
ITF4,Puglia,17,Females,20889
ITF4,Puglia,18,Total,43049
ITF4,Puglia,18,Males,22519
ITF4,Puglia,18,Females,20530
ITF4,Puglia,19,Total,43513
ITF4,Puglia,19,Males,22745
ITF4,Puglia,19,Females,20768
ITF4,Puglia,20,Total,43469
ITF4,Puglia,20,Males,22666
ITF4,Puglia,20,Females,20803
ITF4,Puglia,21,Total,43818
ITF4,Puglia,21,Males,22730
ITF4,Puglia,21,Females,21088
ITF4,Puglia,22,Total,43869
ITF4,Puglia,22,Males,22760
ITF4,Puglia,22,Females,21109
ITF4,Puglia,23,Total,44474
ITF4,Puglia,23,Males,22987
ITF4,Puglia,23,Females,21487
ITF4,Puglia,24,Total,45876
ITF4,Puglia,24,Males,23689
ITF4,Puglia,24,Females,22187
ITF4,Puglia,25,Total,47930
ITF4,Puglia,25,Males,24690
ITF4,Puglia,25,Females,23240
ITF5,Basilicata,15,Total,5434
ITF5,Basilicata,15,Males,2799
ITF5,Basilicata,15,Females,2635
ITF5,Basilicata,16,Total,5475
ITF5,Basilicata,16,Males,2881
ITF5,Basilicata,16,Females,2594
ITF5,Basilicata,17,Total,5713
ITF5,Basilicata,17,Males,3036
ITF5,Basilicata,17,Females,2677
ITF5,Basilicata,18,Total,5779
ITF5,Basilicata,18,Males,3028
ITF5,Basilicata,18,Females,2751
ITF5,Basilicata,19,Total,5835
ITF5,Basilicata,19,Males,3158
ITF5,Basilicata,19,Females,2677
ITF5,Basilicata,20,Total,5814
ITF5,Basilicata,20,Males,3068
ITF5,Basilicata,20,Females,2746
ITF5,Basilicata,21,Total,5908
ITF5,Basilicata,21,Males,3128
ITF5,Basilicata,21,Females,2780
ITF5,Basilicata,22,Total,5997
ITF5,Basilicata,22,Males,3150
ITF5,Basilicata,22,Females,2847
ITF5,Basilicata,23,Total,6162
ITF5,Basilicata,23,Males,3187
ITF5,Basilicata,23,Females,2975
ITF5,Basilicata,24,Total,6377
ITF5,Basilicata,24,Males,3346
ITF5,Basilicata,24,Females,3031
ITF5,Basilicata,25,Total,6849
ITF5,Basilicata,25,Males,3540
ITF5,Basilicata,25,Females,3309
ITF6,Calabria,15,Total,18534
ITF6,Calabria,15,Males,9613
ITF6,Calabria,15,Females,8921
ITF6,Calabria,16,Total,19297
ITF6,Calabria,16,Males,9856
ITF6,Calabria,16,Females,9441
ITF6,Calabria,17,Total,19976
ITF6,Calabria,17,Males,10396
ITF6,Calabria,17,Females,9580
ITF6,Calabria,18,Total,20165
ITF6,Calabria,18,Males,10637
ITF6,Calabria,18,Females,9528
ITF6,Calabria,19,Total,20710
ITF6,Calabria,19,Males,10852
ITF6,Calabria,19,Females,9858
ITF6,Calabria,20,Total,20397
ITF6,Calabria,20,Males,10670
ITF6,Calabria,20,Females,9727
ITF6,Calabria,21,Total,21041
ITF6,Calabria,21,Males,11040
ITF6,Calabria,21,Females,10001
ITF6,Calabria,22,Total,21459
ITF6,Calabria,22,Males,11098
ITF6,Calabria,22,Females,10361
ITF6,Calabria,23,Total,21990
ITF6,Calabria,23,Males,11463
ITF6,Calabria,23,Females,10527
ITF6,Calabria,24,Total,23098
ITF6,Calabria,24,Males,11954
ITF6,Calabria,24,Females,11144
ITF6,Calabria,25,Total,23907
ITF6,Calabria,25,Males,12189
ITF6,Calabria,25,Females,11718
ITG1,Sicilia,15,Total,50732
ITG1,Sicilia,15,Males,25985
ITG1,Sicilia,15,Females,24747
ITG1,Sicilia,16,Total,52010
ITG1,Sicilia,16,Males,26944
ITG1,Sicilia,16,Females,25066
ITG1,Sicilia,17,Total,53512
ITG1,Sicilia,17,Males,28240
ITG1,Sicilia,17,Females,25272
ITG1,Sicilia,18,Total,55091
ITG1,Sicilia,18,Males,29001
ITG1,Sicilia,18,Females,26090
ITG1,Sicilia,19,Total,54603
ITG1,Sicilia,19,Males,28696
ITG1,Sicilia,19,Females,25907
ITG1,Sicilia,20,Total,54601
ITG1,Sicilia,20,Males,28521
ITG1,Sicilia,20,Females,26080
ITG1,Sicilia,21,Total,55095
ITG1,Sicilia,21,Males,28567
ITG1,Sicilia,21,Females,26528
ITG1,Sicilia,22,Total,55747
ITG1,Sicilia,22,Males,28737
ITG1,Sicilia,22,Females,27010
ITG1,Sicilia,23,Total,57266
ITG1,Sicilia,23,Males,29571
ITG1,Sicilia,23,Females,27695
ITG1,Sicilia,24,Total,59503
ITG1,Sicilia,24,Males,30390
ITG1,Sicilia,24,Females,29113
ITG1,Sicilia,25,Total,61912
ITG1,Sicilia,25,Males,31692
ITG1,Sicilia,25,Females,30220
ITG2,Sardegna,15,Total,13502
ITG2,Sardegna,15,Males,6911
ITG2,Sardegna,15,Females,6591
ITG2,Sardegna,16,Total,13826
ITG2,Sardegna,16,Males,7087
ITG2,Sardegna,16,Females,6739
ITG2,Sardegna,17,Total,14331
ITG2,Sardegna,17,Males,7488
ITG2,Sardegna,17,Females,6843
ITG2,Sardegna,18,Total,14476
ITG2,Sardegna,18,Males,7796
ITG2,Sardegna,18,Females,6680
ITG2,Sardegna,19,Total,14200
ITG2,Sardegna,19,Males,7654
ITG2,Sardegna,19,Females,6546
ITG2,Sardegna,20,Total,14351
ITG2,Sardegna,20,Males,7665
ITG2,Sardegna,20,Females,6686
ITG2,Sardegna,21,Total,14627
ITG2,Sardegna,21,Males,7842
ITG2,Sardegna,21,Females,6785
ITG2,Sardegna,22,Total,15002
ITG2,Sardegna,22,Males,8034
ITG2,Sardegna,22,Females,6968
ITG2,Sardegna,23,Total,15236
ITG2,Sardegna,23,Males,8042
ITG2,Sardegna,23,Females,7194
ITG2,Sardegna,24,Total,15842
ITG2,Sardegna,24,Males,8217
ITG2,Sardegna,24,Females,7625
ITG2,Sardegna,25,Total,16453
ITG2,Sardegna,25,Males,8504
ITG2,Sardegna,25,Females,7949
