ITTER107,Region,Age,Males_value,Females_value,Population_value
ITD4,Friuli-Venezia Giulia,50,10103,9896,19999
ITD4,Friuli-Venezia Giulia,51,10044,10211,20255
ITD4,Friuli-Venezia Giulia,52,10085,10223,20308
ITD4,Friuli-Venezia Giulia,53,10264,10259,20523
ITD4,Friuli-Venezia Giulia,54,10454,10450,20904
ITD4,Friuli-Venezia Giulia,55,9752,10051,19803
ITD4,Friuli-Venezia Giulia,56,9287,9414,18701
ITD4,Friuli-Venezia Giulia,57,9122,9101,18223
ITD4,Friuli-Venezia Giulia,58,8840,8799,17639
ITD4,Friuli-Venezia Giulia,59,8594,8821,17415
ITD4,Friuli-Venezia Giulia,60,7955,8453,16408
ITD4,Friuli-Venezia Giulia,61,7715,8320,16035
ITD4,Friuli-Venezia Giulia,62,7754,8101,15855
ITD4,Friuli-Venezia Giulia,63,7525,7932,15457
ITD4,Friuli-Venezia Giulia,64,7301,7923,15224
ITD4,Friuli-Venezia Giulia,65,7205,7911,15116
ITD4,Friuli-Venezia Giulia,66,6992,7932,14924
ITD4,Friuli-Venezia Giulia,67,6930,7794,14724
ITD4,Friuli-Venezia Giulia,68,7394,8262,15656
ITD4,Friuli-Venezia Giulia,69,7296,8097,15393
ITD4,Friuli-Venezia Giulia,70,7775,8575,16350
ITD4,Friuli-Venezia Giulia,71,7546,8709,16255
ITD4,Friuli-Venezia Giulia,72,8021,8992,17013
ITD4,Friuli-Venezia Giulia,73,5429,6106,11535
ITD4,Friuli-Venezia Giulia,74,6283,7397,13680
ITD4,Friuli-Venezia Giulia,75,6157,7184,13341
ITD4,Friuli-Venezia Giulia,76,5953,7336,13289
ITD4,Friuli-Venezia Giulia,77,5980,7323,13303
ITD4,Friuli-Venezia Giulia,78,6169,7651,13820
ITD4,Friuli-Venezia Giulia,79,5636,7257,12893
ITD4,Friuli-Venezia Giulia,80,5187,6881,12068
ITD4,Friuli-Venezia Giulia,81,4614,6186,10800
ITD4,Friuli-Venezia Giulia,82,3882,5729,9611
ITD4,Friuli-Venezia Giulia,83,3629,5454,9083
ITD4,Friuli-Venezia Giulia,84,3006,5003,8009
ITD4,Friuli-Venezia Giulia,85,2723,4598,7321
ITD4,Friuli-Venezia Giulia,86,2384,4364,6748
ITD4,Friuli-Venezia Giulia,87,2066,3967,6033
ITD4,Friuli-Venezia Giulia,88,1892,3965,5857
ITD4,Friuli-Venezia Giulia,89,1444,3309,4753
ITD4,Friuli-Venezia Giulia,90,1216,2908,4124
ITD4,Friuli-Venezia Giulia,91,952,2575,3527
ITD4,Friuli-Venezia Giulia,92,729,2287,3016
ITD4,Friuli-Venezia Giulia,93,568,1884,2452
ITD4,Friuli-Venezia Giulia,94,446,1537,1983
ITD4,Friuli-Venezia Giulia,95,325,1182,1507
ITD4,Friuli-Venezia Giulia,96,218,928,1146
ITD4,Friuli-Venezia Giulia,97,154,777,931
ITD4,Friuli-Venezia Giulia,98,99,524,623
ITD4,Friuli-Venezia Giulia,99,44,229,273
ITD4,Friuli-Venezia Giulia,100 and over,37,326,363
ITD4,Friuli-Venezia Giulia,Total,588663,621751,1210414
ITD5,Emilia-Romagna,0,16773,15545,32318
ITD5,Emilia-Romagna,1,17299,16142,33441
ITD5,Emilia-Romagna,2,18003,17135,35138
ITD5,Emilia-Romagna,3,18635,17704,36339
ITD5,Emilia-Romagna,4,19172,18178,37350
ITD5,Emilia-Romagna,5,19557,18719,38276
ITD5,Emilia-Romagna,6,20468,19078,39546
ITD5,Emilia-Romagna,7,20665,19648,40313
ITD5,Emilia-Romagna,8,21555,20120,41675
ITD5,Emilia-Romagna,9,21762,20600,42362
ITD5,Emilia-Romagna,10,21704,20349,42053
ITD5,Emilia-Romagna,11,21687,20154,41841
ITD5,Emilia-Romagna,12,21391,20065,41456
ITD5,Emilia-Romagna,13,20959,19759,40718
ITD5,Emilia-Romagna,14,20727,19582,40309
ITD5,Emilia-Romagna,15,20384,18952,39336
ITD5,Emilia-Romagna,16,20470,19043,39513
ITD5,Emilia-Romagna,17,20410,19008,39418
ITD5,Emilia-Romagna,18,21131,19066,40197
ITD5,Emilia-Romagna,19,20743,18785,39528
ITD5,Emilia-Romagna,20,21564,18363,39927
ITD5,Emilia-Romagna,21,21119,18805,39924
ITD5,Emilia-Romagna,22,20793,18889,39682
ITD5,Emilia-Romagna,23,20745,18669,39414
ITD5,Emilia-Romagna,24,20891,19213,40104
ITD5,Emilia-Romagna,25,21122,19534,40656
ITD5,Emilia-Romagna,26,22072,20752,42824
ITD5,Emilia-Romagna,27,22351,21204,43555
ITD5,Emilia-Romagna,28,22927,22017,44944
ITD5,Emilia-Romagna,29,22713,22209,44922
ITD5,Emilia-Romagna,30,23325,22553,45878
ITD5,Emilia-Romagna,31,23078,22962,46040
ITD5,Emilia-Romagna,32,23197,23416,46613
ITD5,Emilia-Romagna,33,24304,24379,48683
ITD5,Emilia-Romagna,34,24975,24964,49939
ITD5,Emilia-Romagna,35,25516,25619,51135
ITD5,Emilia-Romagna,36,26318,26432,52750
ITD5,Emilia-Romagna,37,26713,26662,53375
ITD5,Emilia-Romagna,38,27846,27648,55494
ITD5,Emilia-Romagna,39,28658,29035,57693
ITD5,Emilia-Romagna,40,30723,30754,61477
ITD5,Emilia-Romagna,41,32036,32170,64206
ITD5,Emilia-Romagna,42,33667,33723,67390
ITD5,Emilia-Romagna,43,35316,35519,70835
ITD5,Emilia-Romagna,44,37199,36788,73987
ITD5,Emilia-Romagna,45,37011,37014,74025
ITD5,Emilia-Romagna,46,37218,37022,74240
ITD5,Emilia-Romagna,47,37405,37317,74722
ITD5,Emilia-Romagna,48,36708,36991,73699
ITD5,Emilia-Romagna,49,37072,37375,74447
ITD5,Emilia-Romagna,50,36998,37062,74060
ITD5,Emilia-Romagna,51,36404,36519,72923
ITD5,Emilia-Romagna,52,36730,36847,73577
ITD5,Emilia-Romagna,53,36050,36509,72559
ITD5,Emilia-Romagna,54,36556,37258,73814
ITD5,Emilia-Romagna,55,34018,34910,68928
ITD5,Emilia-Romagna,56,32538,34053,66591
ITD5,Emilia-Romagna,57,31730,33412,65142
ITD5,Emilia-Romagna,58,30546,32503,63049
ITD5,Emilia-Romagna,59,29807,31791,61598
ITD5,Emilia-Romagna,60,28298,30316,58614
ITD5,Emilia-Romagna,61,28024,30220,58244
ITD5,Emilia-Romagna,62,27478,29724,57202
ITD5,Emilia-Romagna,63,26238,28559,54797
ITD5,Emilia-Romagna,64,25148,28053,53201
ITD5,Emilia-Romagna,65,24108,26741,50849
ITD5,Emilia-Romagna,66,23408,26656,50064
ITD5,Emilia-Romagna,67,23251,26081,49332
ITD5,Emilia-Romagna,68,24087,27444,51531
ITD5,Emilia-Romagna,69,24388,27535,51923
ITD5,Emilia-Romagna,70,25664,29058,54722
ITD5,Emilia-Romagna,71,25701,28453,54154
ITD5,Emilia-Romagna,72,25567,29094,54661
ITD5,Emilia-Romagna,73,17734,20691,38425
ITD5,Emilia-Romagna,74,19720,22897,42617
ITD5,Emilia-Romagna,75,19338,22640,41978
ITD5,Emilia-Romagna,76,18591,22256,40847
ITD5,Emilia-Romagna,77,18767,22604,41371
ITD5,Emilia-Romagna,78,19632,24891,44523
ITD5,Emilia-Romagna,79,18924,24228,43152
ITD5,Emilia-Romagna,80,18276,23840,42116
ITD5,Emilia-Romagna,81,16063,21068,37131
ITD5,Emilia-Romagna,82,13804,19228,33032
ITD5,Emilia-Romagna,83,13956,19584,33540
ITD5,Emilia-Romagna,84,12596,18650,31246
ITD5,Emilia-Romagna,85,10914,16748,27662
ITD5,Emilia-Romagna,86,9371,15184,24555
ITD5,Emilia-Romagna,87,8454,14408,22862
ITD5,Emilia-Romagna,88,7482,13884,21366
ITD5,Emilia-Romagna,89,5995,11555,17550
ITD5,Emilia-Romagna,90,4896,10330,15226
ITD5,Emilia-Romagna,91,3894,9090,12984
ITD5,Emilia-Romagna,92,2936,7522,10458
ITD5,Emilia-Romagna,93,2287,6463,8750
ITD5,Emilia-Romagna,94,1736,5001,6737
ITD5,Emilia-Romagna,95,1250,4064,5314
ITD5,Emilia-Romagna,96,848,2991,3839
ITD5,Emilia-Romagna,97,620,2247,2867
ITD5,Emilia-Romagna,98,382,1471,1853
ITD5,Emilia-Romagna,99,187,746,933
ITD5,Emilia-Romagna,100 and over,180,1097,1277
ITD5,Emilia-Romagna,Total,2169647,2289806,4459453
ITDA,Trentino Alto Adige / Südtirol,0,4949,4690,9639
ITDA,Trentino Alto Adige / Südtirol,1,5125,4836,9961
ITDA,Trentino Alto Adige / Südtirol,2,5234,5006,10240
ITDA,Trentino Alto Adige / Südtirol,3,5295,5006,10301
ITDA,Trentino Alto Adige / Südtirol,4,5453,5133,10586
ITDA,Trentino Alto Adige / Südtirol,5,5466,5128,10594
ITDA,Trentino Alto Adige / Südtirol,6,5571,5232,10803
ITDA,Trentino Alto Adige / Südtirol,7,5553,5308,10861
ITDA,Trentino Alto Adige / Südtirol,8,5711,5315,11026
ITDA,Trentino Alto Adige / Südtirol,9,5631,5284,10915
ITDA,Trentino Alto Adige / Südtirol,10,5746,5466,11212
ITDA,Trentino Alto Adige / Südtirol,11,5781,5323,11104
ITDA,Trentino Alto Adige / Südtirol,12,5757,5425,11182
ITDA,Trentino Alto Adige / Südtirol,13,5926,5399,11325
ITDA,Trentino Alto Adige / Südtirol,14,5910,5568,11478
ITDA,Trentino Alto Adige / Südtirol,15,5819,5375,11194
ITDA,Trentino Alto Adige / Südtirol,16,5723,5353,11076
ITDA,Trentino Alto Adige / Südtirol,17,5959,5425,11384
ITDA,Trentino Alto Adige / Südtirol,18,6003,5670,11673
ITDA,Trentino Alto Adige / Südtirol,19,6069,5659,11728
ITDA,Trentino Alto Adige / Südtirol,20,6108,5743,11851
ITDA,Trentino Alto Adige / Südtirol,21,6202,5615,11817
ITDA,Trentino Alto Adige / Südtirol,22,6098,5683,11781
ITDA,Trentino Alto Adige / Südtirol,23,6033,5487,11520
ITDA,Trentino Alto Adige / Südtirol,24,6023,5693,11716
ITDA,Trentino Alto Adige / Südtirol,25,5909,5686,11595
ITDA,Trentino Alto Adige / Südtirol,26,6193,5830,12023
ITDA,Trentino Alto Adige / Südtirol,27,6180,5785,11965
ITDA,Trentino Alto Adige / Südtirol,28,6220,5857,12077
ITDA,Trentino Alto Adige / Südtirol,29,6052,5886,11938
ITDA,Trentino Alto Adige / Südtirol,30,6107,5863,11970
ITDA,Trentino Alto Adige / Südtirol,31,5947,5848,11795
ITDA,Trentino Alto Adige / Südtirol,32,6024,5831,11855
ITDA,Trentino Alto Adige / Südtirol,33,6175,5990,12165
ITDA,Trentino Alto Adige / Südtirol,34,6237,5994,12231
ITDA,Trentino Alto Adige / Südtirol,35,6354,6215,12569
ITDA,Trentino Alto Adige / Südtirol,36,6542,6451,12993
ITDA,Trentino Alto Adige / Südtirol,37,6534,6375,12909
ITDA,Trentino Alto Adige / Südtirol,38,6597,6475,13072
ITDA,Trentino Alto Adige / Südtirol,39,6510,6619,13129
ITDA,Trentino Alto Adige / Südtirol,40,6948,6912,13860
ITDA,Trentino Alto Adige / Südtirol,41,6997,6954,13951
ITDA,Trentino Alto Adige / Südtirol,42,7118,7370,14488
ITDA,Trentino Alto Adige / Südtirol,43,7534,7739,15273
ITDA,Trentino Alto Adige / Südtirol,44,8130,8059,16189
ITDA,Trentino Alto Adige / Südtirol,45,8022,8208,16230
ITDA,Trentino Alto Adige / Südtirol,46,8204,8255,16459
ITDA,Trentino Alto Adige / Südtirol,47,8522,8536,17058
ITDA,Trentino Alto Adige / Südtirol,48,8340,8388,16728
ITDA,Trentino Alto Adige / Südtirol,49,8987,8607,17594
ITDA,Trentino Alto Adige / Südtirol,50,8835,8641,17476
ITDA,Trentino Alto Adige / Südtirol,51,8633,8774,17407
ITDA,Trentino Alto Adige / Südtirol,52,8886,8848,17734
ITDA,Trentino Alto Adige / Südtirol,53,9145,8784,17929
ITDA,Trentino Alto Adige / Südtirol,54,8995,8830,17825
ITDA,Trentino Alto Adige / Südtirol,55,8432,8278,16710
ITDA,Trentino Alto Adige / Südtirol,56,7846,7957,15803
ITDA,Trentino Alto Adige / Südtirol,57,7767,8009,15776
ITDA,Trentino Alto Adige / Südtirol,58,7580,7513,15093
ITDA,Trentino Alto Adige / Südtirol,59,7328,7241,14569
ITDA,Trentino Alto Adige / Südtirol,60,6787,6886,13673
ITDA,Trentino Alto Adige / Südtirol,61,6490,6901,13391
ITDA,Trentino Alto Adige / Südtirol,62,6443,6541,12984
ITDA,Trentino Alto Adige / Südtirol,63,6123,6254,12377
ITDA,Trentino Alto Adige / Südtirol,64,5869,6074,11943
ITDA,Trentino Alto Adige / Südtirol,65,5724,6029,11753
ITDA,Trentino Alto Adige / Südtirol,66,5545,5887,11432
ITDA,Trentino Alto Adige / Südtirol,67,5491,5638,11129
ITDA,Trentino Alto Adige / Südtirol,68,5509,5923,11432
ITDA,Trentino Alto Adige / Südtirol,69,5335,5601,10936
ITDA,Trentino Alto Adige / Südtirol,70,5493,5780,11273
ITDA,Trentino Alto Adige / Südtirol,71,5132,5754,10886
ITDA,Trentino Alto Adige / Südtirol,72,5457,6167,11624
ITDA,Trentino Alto Adige / Südtirol,73,3902,4344,8246
ITDA,Trentino Alto Adige / Südtirol,74,4370,5045,9415
ITDA,Trentino Alto Adige / Südtirol,75,4580,5296,9876
ITDA,Trentino Alto Adige / Südtirol,76,4438,5242,9680
ITDA,Trentino Alto Adige / Südtirol,77,4336,5236,9572
ITDA,Trentino Alto Adige / Südtirol,78,4017,5051,9068
ITDA,Trentino Alto Adige / Südtirol,79,3794,4802,8596
ITDA,Trentino Alto Adige / Südtirol,80,3472,4493,7965
ITDA,Trentino Alto Adige / Südtirol,81,3044,4009,7053
ITDA,Trentino Alto Adige / Südtirol,82,2637,3814,6451
ITDA,Trentino Alto Adige / Südtirol,83,2445,3704,6149
ITDA,Trentino Alto Adige / Südtirol,84,2251,3519,5770
ITDA,Trentino Alto Adige / Südtirol,85,2084,3276,5360
ITDA,Trentino Alto Adige / Südtirol,86,1827,3065,4892
ITDA,Trentino Alto Adige / Südtirol,87,1620,2825,4445
ITDA,Trentino Alto Adige / Südtirol,88,1424,2781,4205
ITDA,Trentino Alto Adige / Südtirol,89,1073,2314,3387
ITDA,Trentino Alto Adige / Südtirol,90,945,2042,2987
ITDA,Trentino Alto Adige / Südtirol,91,729,1739,2468
ITDA,Trentino Alto Adige / Südtirol,92,547,1452,1999
ITDA,Trentino Alto Adige / Südtirol,93,430,1221,1651
ITDA,Trentino Alto Adige / Südtirol,94,298,1009,1307
ITDA,Trentino Alto Adige / Südtirol,95,250,879,1129
ITDA,Trentino Alto Adige / Südtirol,96,170,679,849
ITDA,Trentino Alto Adige / Südtirol,97,106,446,552
ITDA,Trentino Alto Adige / Südtirol,98,63,305,368
ITDA,Trentino Alto Adige / Südtirol,99,29,139,168
ITDA,Trentino Alto Adige / Südtirol,100 and over,25,163,188
ITDA,Trentino Alto Adige / Südtirol,Total,529279,544755,1074034
ITE1,Toscana,0,12409,12016,24425
ITE1,Toscana,1,13380,12598,25978
ITE1,Toscana,2,13811,13148,26959
ITE1,Toscana,3,14244,13211,27455
ITE1,Toscana,4,14897,14113,29010
ITE1,Toscana,5,15150,14237,29387
ITE1,Toscana,6,15919,15274,31193
ITE1,Toscana,7,16196,15384,31580
ITE1,Toscana,8,16744,15826,32570
ITE1,Toscana,9,16854,15907,32761
ITE1,Toscana,10,17550,16224,33774
ITE1,Toscana,11,17364,16091,33455
ITE1,Toscana,12,17088,16054,33142
ITE1,Toscana,13,17032,15940,32972
ITE1,Toscana,14,17040,15914,32954
ITE1,Toscana,15,16656,15531,32187
ITE1,Toscana,16,16752,15621,32373
ITE1,Toscana,17,16632,15640,32272
ITE1,Toscana,18,17101,15706,32807
ITE1,Toscana,19,17112,15148,32260
ITE1,Toscana,20,17721,15370,33091
ITE1,Toscana,21,17437,15437,32874
ITE1,Toscana,22,17246,15543,32789
ITE1,Toscana,23,17005,15461,32466
ITE1,Toscana,24,16921,15810,32731
ITE1,Toscana,25,17309,15958,33267
ITE1,Toscana,26,18005,17121,35126
ITE1,Toscana,27,18026,17159,35185
ITE1,Toscana,28,18960,17880,36840
ITE1,Toscana,29,18506,18024,36530
ITE1,Toscana,30,19277,18833,38110
ITE1,Toscana,31,18784,18563,37347
ITE1,Toscana,32,18453,18938,37391
ITE1,Toscana,33,19441,19849,39290
ITE1,Toscana,34,19842,19996,39838
ITE1,Toscana,35,20369,20685,41054
ITE1,Toscana,36,21145,21181,42326
ITE1,Toscana,37,21348,21611,42959
ITE1,Toscana,38,22146,22156,44302
ITE1,Toscana,39,23038,23374,46412
ITE1,Toscana,40,24451,24917,49368
ITE1,Toscana,41,25350,25829,51179
ITE1,Toscana,42,26432,27265,53697
ITE1,Toscana,43,27758,28660,56418
ITE1,Toscana,44,29155,30044,59199
ITE1,Toscana,45,29303,30327,59630
ITE1,Toscana,46,29760,30322,60082
ITE1,Toscana,47,29845,30743,60588
ITE1,Toscana,48,29662,29815,59477
ITE1,Toscana,49,30152,30985,61137
ITE1,Toscana,50,29530,30771,60301
ITE1,Toscana,51,29577,31055,60632
ITE1,Toscana,52,30270,31147,61417
ITE1,Toscana,53,30193,31242,61435
ITE1,Toscana,54,30325,31635,61960
ITE1,Toscana,55,28250,29634,57884
ITE1,Toscana,56,27169,28617,55786
ITE1,Toscana,57,26336,28287,54623
ITE1,Toscana,58,25768,27198,52966
ITE1,Toscana,59,25126,26519,51645
ITE1,Toscana,60,23656,25987,49643
ITE1,Toscana,61,23201,25348,48549
ITE1,Toscana,62,22835,24997,47832
ITE1,Toscana,63,22199,24636,46835
ITE1,Toscana,64,21826,24453,46279
ITE1,Toscana,65,20988,22902,43890
ITE1,Toscana,66,20609,22921,43530
ITE1,Toscana,67,20621,22566,43187
ITE1,Toscana,68,21118,23325,44443
ITE1,Toscana,69,21820,24522,46342
ITE1,Toscana,70,23142,26038,49180
ITE1,Toscana,71,22799,26109,48908
ITE1,Toscana,72,22801,26137,48938
ITE1,Toscana,73,17462,20311,37773
ITE1,Toscana,74,17237,20219,37456
ITE1,Toscana,75,17030,20290,37320
ITE1,Toscana,76,15969,19422,35391
ITE1,Toscana,77,16032,20112,36144
ITE1,Toscana,78,17450,22478,39928
ITE1,Toscana,79,16691,21298,37989
ITE1,Toscana,80,16289,21141,37430
ITE1,Toscana,81,13973,19030,33003
ITE1,Toscana,82,12228,17026,29254
ITE1,Toscana,83,11938,17020,28958
ITE1,Toscana,84,10367,15404,25771
ITE1,Toscana,85,9281,14408,23689
ITE1,Toscana,86,8017,13319,21336
ITE1,Toscana,87,7285,12725,20010
ITE1,Toscana,88,6493,12198,18691
ITE1,Toscana,89,5086,10200,15286
ITE1,Toscana,90,4154,9120,13274
ITE1,Toscana,91,3380,7750,11130
ITE1,Toscana,92,2620,6363,8983
ITE1,Toscana,93,1878,5319,7197
ITE1,Toscana,94,1439,4263,5702
ITE1,Toscana,95,1039,3333,4372
ITE1,Toscana,96,675,2455,3130
ITE1,Toscana,97,496,1855,2351
ITE1,Toscana,98,289,1348,1637
ITE1,Toscana,99,132,594,726
ITE1,Toscana,100 and over,164,826,990
ITE1,Toscana,Total,1788031,1913312,3701343
ITE2,Umbria,0,2945,2745,5690
ITE2,Umbria,1,3075,2917,5992
ITE2,Umbria,2,3257,3095,6352
ITE2,Umbria,3,3297,3144,6441
ITE2,Umbria,4,3489,3350,6839
ITE2,Umbria,5,3687,3435,7122
ITE2,Umbria,6,3753,3719,7472
ITE2,Umbria,7,3844,3704,7548
ITE2,Umbria,8,3986,3736,7722
ITE2,Umbria,9,4010,3713,7723
ITE2,Umbria,10,4132,4006,8138
ITE2,Umbria,11,4192,3912,8104
ITE2,Umbria,12,4123,3831,7954
ITE2,Umbria,13,4111,3821,7932
ITE2,Umbria,14,3941,3790,7731
ITE2,Umbria,15,3997,3625,7622
ITE2,Umbria,16,3889,3755,7644
ITE2,Umbria,17,3900,3644,7544
ITE2,Umbria,18,3964,3803,7767
ITE2,Umbria,19,4188,3582,7770
ITE2,Umbria,20,4237,3643,7880
ITE2,Umbria,21,4144,3684,7828
ITE2,Umbria,22,4146,3731,7877
ITE2,Umbria,23,4126,3774,7900
ITE2,Umbria,24,4092,3815,7907
ITE2,Umbria,25,4216,3921,8137
ITE2,Umbria,26,4459,4133,8592
ITE2,Umbria,27,4363,4073,8436
ITE2,Umbria,28,4475,4229,8704
ITE2,Umbria,29,4551,4359,8910
ITE2,Umbria,30,4682,4635,9317
ITE2,Umbria,31,4558,4474,9032
ITE2,Umbria,32,4574,4647,9221
ITE2,Umbria,33,4664,4824,9488
ITE2,Umbria,34,4718,4877,9595
ITE2,Umbria,35,5146,5169,10315
ITE2,Umbria,36,5140,5071,10211
ITE2,Umbria,37,5230,5268,10498
ITE2,Umbria,38,5298,5289,10587
ITE2,Umbria,39,5494,5522,11016
ITE2,Umbria,40,5644,5920,11564
ITE2,Umbria,41,5982,6078,12060
ITE2,Umbria,42,6200,6253,12453
ITE2,Umbria,43,6372,6699,13071
ITE2,Umbria,44,6649,7006,13655
ITE2,Umbria,45,6681,6888,13569
ITE2,Umbria,46,6524,6916,13440
ITE2,Umbria,47,6667,6983,13650
ITE2,Umbria,48,6669,6782,13451
ITE2,Umbria,49,6729,7103,13832
ITE2,Umbria,50,6677,7168,13845
ITE2,Umbria,51,6577,7111,13688
ITE2,Umbria,52,6694,7016,13710
ITE2,Umbria,53,6927,7261,14188
ITE2,Umbria,54,6948,7291,14239
ITE2,Umbria,55,6360,6991,13351
ITE2,Umbria,56,6245,6744,12989
ITE2,Umbria,57,6294,6625,12919
ITE2,Umbria,58,6129,6630,12759
ITE2,Umbria,59,5867,6369,12236
ITE2,Umbria,60,5549,6000,11549
ITE2,Umbria,61,5410,5907,11317
ITE2,Umbria,62,5508,5981,11489
ITE2,Umbria,63,5372,5851,11223
ITE2,Umbria,64,5164,5771,10935
ITE2,Umbria,65,5150,5603,10753
ITE2,Umbria,66,4798,5342,10140
ITE2,Umbria,67,5045,5568,10613
ITE2,Umbria,68,5138,5599,10737
ITE2,Umbria,69,5301,5804,11105
ITE2,Umbria,70,5645,6170,11815
ITE2,Umbria,71,5202,5704,10906
ITE2,Umbria,72,4875,5550,10425
ITE2,Umbria,73,3863,4468,8331
ITE2,Umbria,74,3988,4796,8784
ITE2,Umbria,75,4248,4885,9133
ITE2,Umbria,76,3867,4503,8370
ITE2,Umbria,77,3832,4562,8394
ITE2,Umbria,78,4196,5034,9230
ITE2,Umbria,79,3894,5036,8930
ITE2,Umbria,80,3920,4994,8914
ITE2,Umbria,81,3235,4542,7777
ITE2,Umbria,82,2853,4097,6950
ITE2,Umbria,83,2831,4046,6877
ITE2,Umbria,84,2596,3883,6479
ITE2,Umbria,85,2348,3600,5948
ITE2,Umbria,86,2000,3151,5151
ITE2,Umbria,87,1844,3201,5045
ITE2,Umbria,88,1595,3049,4644
ITE2,Umbria,89,1179,2488,3667
ITE2,Umbria,90,1004,2198,3202
ITE2,Umbria,91,821,2005,2826
ITE2,Umbria,92,667,1604,2271
ITE2,Umbria,93,530,1373,1903
ITE2,Umbria,94,388,1079,1467
ITE2,Umbria,95,246,808,1054
ITE2,Umbria,96,166,591,757
ITE2,Umbria,97,125,453,578
ITE2,Umbria,98,72,310,382
ITE2,Umbria,99,27,158,185
ITE2,Umbria,100 and over,31,230,261
ITE2,Umbria,Total,421451,452293,873744
ITE3,Marche,0,5205,4871,10076
ITE3,Marche,1,5454,5187,10641
ITE3,Marche,2,5906,5491,11397
ITE3,Marche,3,6010,5838,11848
ITE3,Marche,4,6253,5937,12190
ITE3,Marche,5,6530,5970,12500
ITE3,Marche,6,6627,6236,12863
ITE3,Marche,7,6823,6638,13461
ITE3,Marche,8,7062,6612,13674
ITE3,Marche,9,7239,6788,14027
ITE3,Marche,10,7269,6824,14093
ITE3,Marche,11,7164,6727,13891
ITE3,Marche,12,7062,6657,13719
ITE3,Marche,13,7002,6664,13666
ITE3,Marche,14,7113,6566,13679
ITE3,Marche,15,6933,6582,13515
ITE3,Marche,16,7086,6558,13644
ITE3,Marche,17,6997,6557,13554
ITE3,Marche,18,7504,6675,14179
ITE3,Marche,19,7422,6744,14166
ITE3,Marche,20,7765,6762,14527
ITE3,Marche,21,7548,6789,14337
ITE3,Marche,22,7488,6716,14204
ITE3,Marche,23,7533,6840,14373
ITE3,Marche,24,7429,6860,14289
ITE3,Marche,25,7534,7113,14647
ITE3,Marche,26,7863,7378,15241
ITE3,Marche,27,7950,7351,15301
ITE3,Marche,28,7960,7608,15568
ITE3,Marche,29,7802,7583,15385
ITE3,Marche,30,7908,7886,15794
ITE3,Marche,31,7806,7581,15387
ITE3,Marche,32,8131,7865,15996
ITE3,Marche,33,8117,8233,16350
ITE3,Marche,34,8266,8223,16489
ITE3,Marche,35,8472,8577,17049
ITE3,Marche,36,8895,8876,17771
ITE3,Marche,37,8994,8895,17889
ITE3,Marche,38,9351,9253,18604
ITE3,Marche,39,9669,9824,19493
ITE3,Marche,40,10427,10336,20763
ITE3,Marche,41,10559,10770,21329
ITE3,Marche,42,11018,10881,21899
ITE3,Marche,43,11441,11621,23062
ITE3,Marche,44,11864,11751,23615
ITE3,Marche,45,11556,11722,23278
ITE3,Marche,46,11763,11775,23538
ITE3,Marche,47,12000,12293,24293
ITE3,Marche,48,11736,11836,23572
ITE3,Marche,49,11927,12515,24442
ITE3,Marche,50,11967,12193,24160
ITE3,Marche,51,11866,12298,24164
ITE3,Marche,52,12015,12341,24356
ITE3,Marche,53,12027,12165,24192
ITE3,Marche,54,12324,12572,24896
ITE3,Marche,55,11563,12058,23621
ITE3,Marche,56,11193,11231,22424
ITE3,Marche,57,11205,11506,22711
ITE3,Marche,58,10638,11213,21851
ITE3,Marche,59,10220,11030,21250
ITE3,Marche,60,9979,10661,20640
ITE3,Marche,61,9712,10458,20170
ITE3,Marche,62,9647,10643,20290
ITE3,Marche,63,9296,10220,19516
ITE3,Marche,64,9056,9736,18792
ITE3,Marche,65,8732,9522,18254
ITE3,Marche,66,8799,9363,18162
ITE3,Marche,67,8793,9623,18416
ITE3,Marche,68,8985,9697,18682
ITE3,Marche,69,8583,9406,17989
ITE3,Marche,70,8784,9737,18521
ITE3,Marche,71,8514,9306,17820
ITE3,Marche,72,8350,9478,17828
ITE3,Marche,73,6906,7730,14636
ITE3,Marche,74,6529,7588,14117
ITE3,Marche,75,6818,7897,14715
ITE3,Marche,76,6305,7527,13832
ITE3,Marche,77,6096,7605,13701
ITE3,Marche,78,6821,8634,15455
ITE3,Marche,79,6866,8663,15529
ITE3,Marche,80,6639,8700,15339
ITE3,Marche,81,5809,7602,13411
ITE3,Marche,82,4966,7109,12075
ITE3,Marche,83,4951,7195,12146
ITE3,Marche,84,4501,6574,11075
ITE3,Marche,85,3889,6156,10045
ITE3,Marche,86,3299,5378,8677
ITE3,Marche,87,3129,5393,8522
ITE3,Marche,88,2719,4969,7688
ITE3,Marche,89,2125,4034,6159
ITE3,Marche,90,1787,3719,5506
ITE3,Marche,91,1472,3370,4842
ITE3,Marche,92,1111,2832,3943
ITE3,Marche,93,881,2320,3201
ITE3,Marche,94,570,1739,2309
ITE3,Marche,95,449,1360,1809
ITE3,Marche,96,300,979,1279
ITE3,Marche,97,206,749,955
ITE3,Marche,98,143,534,677
ITE3,Marche,99,58,220,278
ITE3,Marche,100 and over,62,365,427
ITE3,Marche,Total,739088,781233,1520321
ITE4,Lazio,0,20494,19313,39807
ITE4,Lazio,1,22821,21384,44205
ITE4,Lazio,2,23968,22644,46612
ITE4,Lazio,3,24348,23473,47821
ITE4,Lazio,4,25626,23920,49546
ITE4,Lazio,5,26008,24550,50558
