ITTER107,Region,Age,Males_value,Females_value,Population_value
ITE4,Lazio,6,25957,24493,50450
ITE4,Lazio,7,27324,26009,53333
ITE4,Lazio,8,27399,25896,53295
ITE4,Lazio,9,28116,26493,54609
ITE4,Lazio,10,28338,26442,54780
ITE4,Lazio,11,28167,27037,55204
ITE4,Lazio,12,28661,26769,55430
ITE4,Lazio,13,28261,26734,54995
ITE4,Lazio,14,27449,25800,53249
ITE4,Lazio,15,27681,26000,53681
ITE4,Lazio,16,27280,25891,53171
ITE4,Lazio,17,27007,25264,52271
ITE4,Lazio,18,27298,25435,52733
ITE4,Lazio,19,28048,25741,53789
ITE4,Lazio,20,27906,25341,53247
ITE4,Lazio,21,28682,25641,54323
ITE4,Lazio,22,28497,25708,54205
ITE4,Lazio,23,28798,25964,54762
ITE4,Lazio,24,29169,26174,55343
ITE4,Lazio,25,29051,26776,55827
ITE4,Lazio,26,29243,27614,56857
ITE4,Lazio,27,30659,28907,59566
ITE4,Lazio,28,30248,28913,59161
ITE4,Lazio,29,31252,29918,61170
ITE4,Lazio,30,31230,30280,61510
ITE4,Lazio,31,32167,31538,63705
ITE4,Lazio,32,31687,31721,63408
ITE4,Lazio,33,32079,31744,63823
ITE4,Lazio,34,33454,33416,66870
ITE4,Lazio,35,34722,34341,69063
ITE4,Lazio,36,35567,35038,70605
ITE4,Lazio,37,36661,36860,73521
ITE4,Lazio,38,36780,37582,74362
ITE4,Lazio,39,37605,38236,75841
ITE4,Lazio,40,38659,39579,78238
ITE4,Lazio,41,40660,41853,82513
ITE4,Lazio,42,41497,42593,84090
ITE4,Lazio,43,42878,44780,87658
ITE4,Lazio,44,45028,47066,92094
ITE4,Lazio,45,46529,49270,95799
ITE4,Lazio,46,46614,49180,95794
ITE4,Lazio,47,46966,49806,96772
ITE4,Lazio,48,46873,49854,96727
ITE4,Lazio,49,47022,49621,96643
ITE4,Lazio,50,47322,50650,97972
ITE4,Lazio,51,46692,50158,96850
ITE4,Lazio,52,46501,50400,96901
ITE4,Lazio,53,47286,49996,97282
ITE4,Lazio,54,47144,49959,97103
ITE4,Lazio,55,47563,51032,98595
ITE4,Lazio,56,44355,47906,92261
ITE4,Lazio,57,42379,45800,88179
ITE4,Lazio,58,41033,44646,85679
ITE4,Lazio,59,39124,42884,82008
ITE4,Lazio,60,37695,41593,79288
ITE4,Lazio,61,35867,39947,75814
ITE4,Lazio,62,35154,39131,74285
ITE4,Lazio,63,34400,38022,72422
ITE4,Lazio,64,33567,37448,71015
ITE4,Lazio,65,32588,36866,69454
ITE4,Lazio,66,30600,34675,65275
ITE4,Lazio,67,29698,33710,63408
ITE4,Lazio,68,29014,33364,62378
ITE4,Lazio,69,29674,34076,63750
ITE4,Lazio,70,29442,33961,63403
ITE4,Lazio,71,30489,35866,66355
ITE4,Lazio,72,30137,35125,65262
ITE4,Lazio,73,28556,34408,62964
ITE4,Lazio,74,21868,26876,48744
ITE4,Lazio,75,21717,26670,48387
ITE4,Lazio,76,21986,28028,50014
ITE4,Lazio,77,20998,26930,47928
ITE4,Lazio,78,20768,26866,47634
ITE4,Lazio,79,21934,29382,51316
ITE4,Lazio,80,20627,27777,48404
ITE4,Lazio,81,18948,26319,45267
ITE4,Lazio,82,16628,23840,40468
ITE4,Lazio,83,14674,21739,36413
ITE4,Lazio,84,13955,20969,34924
ITE4,Lazio,85,12048,19514,31562
ITE4,Lazio,86,10448,17386,27834
ITE4,Lazio,87,8811,15478,24289
ITE4,Lazio,88,7801,14192,21993
ITE4,Lazio,89,6742,13482,20224
ITE4,Lazio,90,5173,10558,15731
ITE4,Lazio,91,3921,8962,12883
ITE4,Lazio,92,3019,7417,10436
ITE4,Lazio,93,2323,6106,8429
ITE4,Lazio,94,1601,4630,6231
ITE4,Lazio,95,1216,3658,4874
ITE4,Lazio,96,852,2766,3618
ITE4,Lazio,97,598,1968,2566
ITE4,Lazio,98,369,1443,1812
ITE4,Lazio,99,272,958,1230
ITE4,Lazio,100 and over,241,1176,1417
ITE4,Lazio,Total,2779181,2976519,5755700
ITF1,Abruzzo,0,4264,4108,8372
ITF1,Abruzzo,1,4494,4316,8810
ITF1,Abruzzo,2,4874,4562,9436
ITF1,Abruzzo,3,5138,4833,9971
ITF1,Abruzzo,4,5211,4874,10085
ITF1,Abruzzo,5,5296,5004,10300
ITF1,Abruzzo,6,5381,5072,10453
ITF1,Abruzzo,7,5623,5343,10966
ITF1,Abruzzo,8,5802,5313,11115
ITF1,Abruzzo,9,5882,5597,11479
ITF1,Abruzzo,10,5821,5465,11286
ITF1,Abruzzo,11,6015,5676,11691
ITF1,Abruzzo,12,5863,5624,11487
ITF1,Abruzzo,13,5870,5494,11364
ITF1,Abruzzo,14,5854,5634,11488
ITF1,Abruzzo,15,6035,5559,11594
ITF1,Abruzzo,16,5970,5543,11513
ITF1,Abruzzo,17,5930,5456,11386
ITF1,Abruzzo,18,6090,5703,11793
ITF1,Abruzzo,19,6412,5647,12059
ITF1,Abruzzo,20,6309,5716,12025
ITF1,Abruzzo,21,6476,5943,12419
ITF1,Abruzzo,22,6542,5819,12361
ITF1,Abruzzo,23,6481,6119,12600
ITF1,Abruzzo,24,6548,5931,12479
ITF1,Abruzzo,25,6683,6309,12992
ITF1,Abruzzo,26,6955,6419,13374
ITF1,Abruzzo,27,7181,6747,13928
ITF1,Abruzzo,28,7106,6736,13842
ITF1,Abruzzo,29,7191,6872,14063
ITF1,Abruzzo,30,7329,6807,14136
ITF1,Abruzzo,31,7341,7068,14409
ITF1,Abruzzo,32,7138,7018,14156
ITF1,Abruzzo,33,7386,7161,14547
ITF1,Abruzzo,34,7551,7396,14947
ITF1,Abruzzo,35,7760,7472,15232
ITF1,Abruzzo,36,7739,7490,15229
ITF1,Abruzzo,37,7955,7976,15931
ITF1,Abruzzo,38,7966,7869,15835
ITF1,Abruzzo,39,8307,7984,16291
ITF1,Abruzzo,40,8565,8365,16930
ITF1,Abruzzo,41,8940,8654,17594
ITF1,Abruzzo,42,8999,8739,17738
ITF1,Abruzzo,43,9308,9185,18493
ITF1,Abruzzo,44,9363,9642,19005
ITF1,Abruzzo,45,9987,9832,19819
ITF1,Abruzzo,46,9647,9928,19575
ITF1,Abruzzo,47,9982,10212,20194
ITF1,Abruzzo,48,10044,10514,20558
ITF1,Abruzzo,49,9910,10244,20154
ITF1,Abruzzo,50,10418,10636,21054
ITF1,Abruzzo,51,10332,10540,20872
ITF1,Abruzzo,52,10322,10738,21060
ITF1,Abruzzo,53,10447,10798,21245
ITF1,Abruzzo,54,10452,10820,21272
ITF1,Abruzzo,55,10636,10742,21378
ITF1,Abruzzo,56,9842,10290,20132
ITF1,Abruzzo,57,9470,9923,19393
ITF1,Abruzzo,58,9113,9926,19039
ITF1,Abruzzo,59,9016,9696,18712
ITF1,Abruzzo,60,8844,9577,18421
ITF1,Abruzzo,61,8552,9181,17733
ITF1,Abruzzo,62,8422,9050,17472
ITF1,Abruzzo,63,8422,8756,17178
ITF1,Abruzzo,64,8228,8960,17188
ITF1,Abruzzo,65,8038,8758,16796
ITF1,Abruzzo,66,7535,8193,15728
ITF1,Abruzzo,67,7479,8120,15599
ITF1,Abruzzo,68,7350,8246,15596
ITF1,Abruzzo,69,7675,8319,15994
ITF1,Abruzzo,70,7731,8502,16233
ITF1,Abruzzo,71,7694,8655,16349
ITF1,Abruzzo,72,7341,8062,15403
ITF1,Abruzzo,73,7077,7764,14841
ITF1,Abruzzo,74,5110,5956,11066
ITF1,Abruzzo,75,5539,6253,11792
ITF1,Abruzzo,76,5149,6137,11286
ITF1,Abruzzo,77,4934,5893,10827
ITF1,Abruzzo,78,4887,5849,10736
ITF1,Abruzzo,79,5348,6691,12039
ITF1,Abruzzo,80,5207,6695,11902
ITF1,Abruzzo,81,4610,5988,10598
ITF1,Abruzzo,82,4385,5825,10210
ITF1,Abruzzo,83,3841,5392,9233
ITF1,Abruzzo,84,3612,5273,8885
ITF1,Abruzzo,85,3151,4900,8051
ITF1,Abruzzo,86,2902,4774,7676
ITF1,Abruzzo,87,2414,4021,6435
ITF1,Abruzzo,88,2118,3813,5931
ITF1,Abruzzo,89,1941,3626,5567
ITF1,Abruzzo,90,1435,2904,4339
ITF1,Abruzzo,91,1114,2464,3578
ITF1,Abruzzo,92,932,2157,3089
ITF1,Abruzzo,93,649,1677,2326
ITF1,Abruzzo,94,491,1298,1789
ITF1,Abruzzo,95,352,1044,1396
ITF1,Abruzzo,96,230,772,1002
ITF1,Abruzzo,97,166,579,745
ITF1,Abruzzo,98,140,386,526
ITF1,Abruzzo,99,73,259,332
ITF1,Abruzzo,100 and over,63,330,393
ITF1,Abruzzo,Total,631743,662198,1293941
ITF2,Molise,0,983,905,1888
ITF2,Molise,1,949,914,1863
ITF2,Molise,2,1083,996,2079
ITF2,Molise,3,1029,997,2026
ITF2,Molise,4,1096,1019,2115
ITF2,Molise,5,1153,1000,2153
ITF2,Molise,6,1119,1073,2192
ITF2,Molise,7,1175,1070,2245
ITF2,Molise,8,1164,1152,2316
ITF2,Molise,9,1283,1161,2444
ITF2,Molise,10,1183,1088,2271
ITF2,Molise,11,1304,1167,2471
ITF2,Molise,12,1271,1210,2481
ITF2,Molise,13,1268,1211,2479
ITF2,Molise,14,1336,1212,2548
ITF2,Molise,15,1371,1195,2566
ITF2,Molise,16,1358,1245,2603
ITF2,Molise,17,1351,1321,2672
ITF2,Molise,18,1426,1314,2740
ITF2,Molise,19,1484,1383,2867
ITF2,Molise,20,1588,1377,2965
ITF2,Molise,21,1722,1420,3142
ITF2,Molise,22,1666,1410,3076
ITF2,Molise,23,1601,1476,3077
ITF2,Molise,24,1630,1510,3140
ITF2,Molise,25,1735,1505,3240
ITF2,Molise,26,1737,1580,3317
ITF2,Molise,27,1779,1648,3427
ITF2,Molise,28,1833,1563,3396
ITF2,Molise,29,1738,1604,3342
ITF2,Molise,30,1742,1607,3349
ITF2,Molise,31,1767,1619,3386
ITF2,Molise,32,1833,1595,3428
ITF2,Molise,33,1762,1578,3340
ITF2,Molise,34,1768,1670,3438
ITF2,Molise,35,1779,1648,3427
ITF2,Molise,36,1826,1653,3479
ITF2,Molise,37,1823,1760,3583
ITF2,Molise,38,1866,1779,3645
ITF2,Molise,39,1822,1764,3586
ITF2,Molise,40,1924,1873,3797
ITF2,Molise,41,1971,1931,3902
ITF2,Molise,42,1989,1974,3963
ITF2,Molise,43,2146,1920,4066
ITF2,Molise,44,2202,2122,4324
ITF2,Molise,45,2276,2223,4499
ITF2,Molise,46,2143,2197,4340
ITF2,Molise,47,2211,2246,4457
ITF2,Molise,48,2210,2218,4428
ITF2,Molise,49,2213,2225,4438
ITF2,Molise,50,2299,2384,4683
ITF2,Molise,51,2316,2379,4695
ITF2,Molise,52,2344,2477,4821
ITF2,Molise,53,2378,2508,4886
ITF2,Molise,54,2419,2465,4884
ITF2,Molise,55,2530,2523,5053
ITF2,Molise,56,2372,2322,4694
ITF2,Molise,57,2249,2317,4566
ITF2,Molise,58,2291,2233,4524
ITF2,Molise,59,2283,2354,4637
ITF2,Molise,60,2168,2276,4444
ITF2,Molise,61,1989,2215,4204
ITF2,Molise,62,2070,2134,4204
ITF2,Molise,63,2101,2096,4197
ITF2,Molise,64,2025,2096,4121
ITF2,Molise,65,2003,2155,4158
ITF2,Molise,66,1849,1937,3786
ITF2,Molise,67,1893,2019,3912
ITF2,Molise,68,1748,1857,3605
ITF2,Molise,69,1893,1985,3878
ITF2,Molise,70,1975,2055,4030
ITF2,Molise,71,1903,2002,3905
ITF2,Molise,72,1782,1926,3708
ITF2,Molise,73,1678,1730,3408
ITF2,Molise,74,1246,1395,2641
ITF2,Molise,75,1192,1379,2571
ITF2,Molise,76,1105,1290,2395
ITF2,Molise,77,1074,1223,2297
ITF2,Molise,78,1111,1412,2523
ITF2,Molise,79,1235,1578,2813
ITF2,Molise,80,1242,1691,2933
ITF2,Molise,81,1068,1374,2442
ITF2,Molise,82,999,1407,2406
ITF2,Molise,83,926,1425,2351
ITF2,Molise,84,877,1353,2230
ITF2,Molise,85,833,1305,2138
ITF2,Molise,86,724,1215,1939
ITF2,Molise,87,596,1054,1650
ITF2,Molise,88,538,940,1478
ITF2,Molise,89,486,985,1471
ITF2,Molise,90,383,757,1140
ITF2,Molise,91,270,641,911
ITF2,Molise,92,219,597,816
ITF2,Molise,93,171,469,640
ITF2,Molise,94,113,343,456
ITF2,Molise,95,99,294,393
ITF2,Molise,96,67,202,269
ITF2,Molise,97,48,171,219
ITF2,Molise,98,43,119,162
ITF2,Molise,99,18,79,97
ITF2,Molise,100 and over,24,92,116
ITF2,Molise,Total,147953,152563,300516
ITF3,Campania,0,23548,22462,46010
ITF3,Campania,1,24392,22746,47138
ITF3,Campania,2,25245,24101,49346
ITF3,Campania,3,25422,24056,49478
ITF3,Campania,4,25755,24455,50210
ITF3,Campania,5,26369,24576,50945
ITF3,Campania,6,26543,25463,52006
ITF3,Campania,7,28135,26238,54373
ITF3,Campania,8,28661,26870,55531
ITF3,Campania,9,29648,27591,57239
ITF3,Campania,10,30083,28701,58784
ITF3,Campania,11,30405,29066,59471
ITF3,Campania,12,31065,29669,60734
ITF3,Campania,13,31568,29537,61105
ITF3,Campania,14,31716,29988,61704
ITF3,Campania,15,32881,30912,63793
ITF3,Campania,16,32944,31576,64520
ITF3,Campania,17,32907,31204,64111
ITF3,Campania,18,34083,31736,65819
ITF3,Campania,19,34789,32455,67244
ITF3,Campania,20,35099,32426,67525
ITF3,Campania,21,35426,32326,67752
ITF3,Campania,22,35245,32389,67634
ITF3,Campania,23,35249,32905,68154
ITF3,Campania,24,34679,33423,68102
ITF3,Campania,25,35176,33582,68758
ITF3,Campania,26,35466,34362,69828
ITF3,Campania,27,36800,35854,72654
ITF3,Campania,28,36232,35588,71820
ITF3,Campania,29,35958,35294,71252
ITF3,Campania,30,35567,35215,70782
ITF3,Campania,31,35879,35798,71677
ITF3,Campania,32,35137,34254,69391
ITF3,Campania,33,34643,34189,68832
ITF3,Campania,34,35725,34665,70390
ITF3,Campania,35,35596,35841,71437
ITF3,Campania,36,35980,36025,72005
ITF3,Campania,37,37127,36689,73816
ITF3,Campania,38,36239,36702,72941
ITF3,Campania,39,37055,36932,73987
ITF3,Campania,40,37549,38091,75640
ITF3,Campania,41,38483,39232,77715
ITF3,Campania,42,39267,39978,79245
ITF3,Campania,43,40615,41593,82208
ITF3,Campania,44,42193,42816,85009
ITF3,Campania,45,43116,44827,87943
ITF3,Campania,46,42280,44381,86661
ITF3,Campania,47,42565,44669,87234
ITF3,Campania,48,42476,45209,87685
ITF3,Campania,49,41719,44538,86257
ITF3,Campania,50,43091,45468,88559
ITF3,Campania,51,42853,45637,88490
ITF3,Campania,52,43220,46290,89510
ITF3,Campania,53,43598,46445,90043
ITF3,Campania,54,43588,46343,89931
ITF3,Campania,55,44388,47363,91751
ITF3,Campania,56,41300,44681,85981
ITF3,Campania,57,40139,43762,83901
ITF3,Campania,58,39222,42815,82037
ITF3,Campania,59,37444,41037,78481
ITF3,Campania,60,37047,40129,77176
ITF3,Campania,61,34939,38127,73066
ITF3,Campania,62,34478,37499,71977
ITF3,Campania,63,32639,35943,68582
ITF3,Campania,64,33276,35853,69129
ITF3,Campania,65,32405,35734,68139
ITF3,Campania,66,29845,32447,62292
ITF3,Campania,67,28725,31315,60040
ITF3,Campania,68,28700,31173,59873
ITF3,Campania,69,28825,31768,60593
ITF3,Campania,70,28408,31781,60189
ITF3,Campania,71,28798,32349,61147
ITF3,Campania,72,27315,31061,58376
ITF3,Campania,73,27197,31071,58268
ITF3,Campania,74,21796,25201,46997
ITF3,Campania,75,18119,21575,39694
ITF3,Campania,76,18807,23506,42313
ITF3,Campania,77,17589,22110,39699
ITF3,Campania,78,16132,21335,37467
ITF3,Campania,79,17270,22960,40230
ITF3,Campania,80,16138,22169,38307
ITF3,Campania,81,14162,20119,34281
ITF3,Campania,82,12837,18623,31460
ITF3,Campania,83,10891,17016,27907
ITF3,Campania,84,10401,16460,26861
ITF3,Campania,85,8873,14726,23599
ITF3,Campania,86,8103,13878,21981
ITF3,Campania,87,6918,12271,19189
ITF3,Campania,88,5743,10959,16702
ITF3,Campania,89,4870,10116,14986
ITF3,Campania,90,3740,7979,11719
ITF3,Campania,91,2873,6756,9629
ITF3,Campania,92,2150,5346,7496
ITF3,Campania,93,1613,4141,5754
ITF3,Campania,94,1095,3281,4376
ITF3,Campania,95,785,2409,3194
ITF3,Campania,96,557,1809,2366
ITF3,Campania,97,395,1275,1670
ITF3,Campania,98,237,912,1149
ITF3,Campania,99,183,600,783
ITF3,Campania,100 and over,199,709,908
ITF3,Campania,Total,2784616,2927527,5712143
ITF4,Puglia,0,13955,13171,27126
ITF4,Puglia,1,14770,13646,28416
ITF4,Puglia,2,15104,14543,29647
ITF4,Puglia,3,15745,14852,30597
ITF4,Puglia,4,15835,15136,30971
ITF4,Puglia,5,16773,15645,32418
ITF4,Puglia,6,17002,16059,33061
ITF4,Puglia,7,17709,16568,34277
ITF4,Puglia,8,18212,17171,35383
ITF4,Puglia,9,18776,17780,36556
ITF4,Puglia,10,19033,17922,36955
ITF4,Puglia,11,19306,18167,37473
ITF4,Puglia,12,19591,18324,37915
ITF4,Puglia,13,19525,18637,38162
ITF4,Puglia,14,20075,18791,38866
ITF4,Puglia,15,20477,19790,40267
ITF4,Puglia,16,20733,19865,40598
ITF4,Puglia,17,20852,19919,40771
ITF4,Puglia,18,21746,20299,42045
ITF4,Puglia,19,22251,20876,43127
ITF4,Puglia,20,22662,20478,43140
ITF4,Puglia,21,22593,20560,43153
ITF4,Puglia,22,22436,20589,43025
ITF4,Puglia,23,22357,20879,43236
ITF4,Puglia,24,22303,20761,43064
ITF4,Puglia,25,22352,20914,43266
ITF4,Puglia,26,22779,21513,44292
ITF4,Puglia,27,23631,22407,46038
ITF4,Puglia,28,23123,22007,45130
ITF4,Puglia,29,23105,21826,44931
ITF4,Puglia,30,22323,22094,44417
ITF4,Puglia,31,23131,22377,45508
ITF4,Puglia,32,22479,22085,44564
ITF4,Puglia,33,22455,21744,44199
ITF4,Puglia,34,22130,22104,44234
ITF4,Puglia,35,22758,23114,45872
ITF4,Puglia,36,23136,23051,46187
ITF4,Puglia,37,23593,24118,47711
ITF4,Puglia,38,23830,24600,48430
ITF4,Puglia,39,24791,25048,49839
ITF4,Puglia,40,26197,26336,52533
ITF4,Puglia,41,27096,27193,54289
ITF4,Puglia,42,28166,28316,56482
ITF4,Puglia,43,29075,29581,58656
ITF4,Puglia,44,29923,30318,60241
ITF4,Puglia,45,30282,31500,61782
ITF4,Puglia,46,29408,30463,59871
ITF4,Puglia,47,29115,29875,58990
ITF4,Puglia,48,29740,30668,60408
ITF4,Puglia,49,29519,30521,60040
ITF4,Puglia,50,29848,31736,61584
ITF4,Puglia,51,29980,31808,61788
ITF4,Puglia,52,30521,32051,62572
ITF4,Puglia,53,30677,32334,63011
ITF4,Puglia,54,30420,32582,63002
ITF4,Puglia,55,30986,32919,63905
ITF4,Puglia,56,28515,30773,59288
ITF4,Puglia,57,27804,29944,57748
ITF4,Puglia,58,27482,29649,57131
ITF4,Puglia,59,26785,28772,55557
ITF4,Puglia,60,25902,28275,54177
ITF4,Puglia,61,24227,27060,51287
ITF4,Puglia,62,24746,27181,51927
ITF4,Puglia,63,23939,26472,50411
ITF4,Puglia,64,23694,26222,49916
ITF4,Puglia,65,23105,25313,48418
ITF4,Puglia,66,22201,24493,46694
ITF4,Puglia,67,21194,23495,44689
ITF4,Puglia,68,21878,24189,46067
ITF4,Puglia,69,22421,24893,47314
ITF4,Puglia,70,22233,24666,46899
ITF4,Puglia,71,23184,26214,49398
ITF4,Puglia,72,21645,24485,46130
ITF4,Puglia,73,20807,24241,45048
ITF4,Puglia,74,17601,20157,37758
ITF4,Puglia,75,15445,18294,33739
ITF4,Puglia,76,15160,18123,33283
ITF4,Puglia,77,15150,18433,33583
ITF4,Puglia,78,14072,17264,31336
ITF4,Puglia,79,14831,18529,33360
ITF4,Puglia,80,13946,18288,32234
ITF4,Puglia,81,12657,17015,29672
ITF4,Puglia,82,11329,15902,27231
ITF4,Puglia,83,9964,14295,24259
ITF4,Puglia,84,9390,13866,23256
ITF4,Puglia,85,8395,12956,21351
ITF4,Puglia,86,7253,11676,18929
ITF4,Puglia,87,6227,10560,16787
ITF4,Puglia,88,5408,9491,14899
ITF4,Puglia,89,4773,8833,13606
ITF4,Puglia,90,3528,7024,10552
ITF4,Puglia,91,2817,6014,8831
ITF4,Puglia,92,2263,5088,7351
ITF4,Puglia,93,1561,3860,5421
ITF4,Puglia,94,1169,2934,4103
ITF4,Puglia,95,836,2139,2975
ITF4,Puglia,96,615,1744,2359
ITF4,Puglia,97,411,1214,1625
ITF4,Puglia,98,246,832,1078
ITF4,Puglia,99,157,568,725
ITF4,Puglia,100 and over,176,706,882
ITF4,Puglia,Total,1923532,2029773,3953305
ITF5,Basilicata,0,1909,1721,3630
ITF5,Basilicata,1,1843,1796,3639
ITF5,Basilicata,2,2045,1853,3898
ITF5,Basilicata,3,2044,1924,3968
ITF5,Basilicata,4,2038,1958,3996
ITF5,Basilicata,5,2047,1998,4045
ITF5,Basilicata,6,2093,1933,4026
ITF5,Basilicata,7,2309,2097,4406
ITF5,Basilicata,8,2252,2122,4374
ITF5,Basilicata,9,2321,2206,4527
ITF5,Basilicata,10,2454,2268,4722
ITF5,Basilicata,11,2528,2324,4852
ITF5,Basilicata,12,2497,2295,4792
ITF5,Basilicata,13,2579,2374,4953
ITF5,Basilicata,14,2536,2384,4920
ITF5,Basilicata,15,2618,2628,5246
ITF5,Basilicata,16,2774,2515,5289
ITF5,Basilicata,17,2834,2632,5466
ITF5,Basilicata,18,2917,2612,5529
ITF5,Basilicata,19,3073,2675,5748
ITF5,Basilicata,20,3036,2739,5775
ITF5,Basilicata,21,3105,2670,5775
ITF5,Basilicata,22,3065,2727,5792
ITF5,Basilicata,23,3101,2764,5865
ITF5,Basilicata,24,3131,2802,5933
ITF5,Basilicata,25,3126,2937,6063
ITF5,Basilicata,26,3239,2926,6165
ITF5,Basilicata,27,3444,3191,6635
ITF5,Basilicata,28,3319,3154,6473
ITF5,Basilicata,29,3502,3205,6707
ITF5,Basilicata,30,3397,3101,6498
ITF5,Basilicata,31,3340,3164,6504
ITF5,Basilicata,32,3346,3072,6418
ITF5,Basilicata,33,3251,3002,6253
ITF5,Basilicata,34,3409,3104,6513
ITF5,Basilicata,35,3415,3224,6639
ITF5,Basilicata,36,3325,3215,6540
ITF5,Basilicata,37,3319,3308,6627
ITF5,Basilicata,38,3370,3229,6599
ITF5,Basilicata,39,3384,3229,6613
ITF5,Basilicata,40,3472,3296,6768
ITF5,Basilicata,41,3735,3484,7219
ITF5,Basilicata,42,3635,3726,7361
ITF5,Basilicata,43,4005,3865,7870
ITF5,Basilicata,44,3945,4044,7989
ITF5,Basilicata,45,4144,4045,8189
ITF5,Basilicata,46,4049,4010,8059
ITF5,Basilicata,47,4047,4197,8244
ITF5,Basilicata,48,4104,4222,8326
ITF5,Basilicata,49,4124,4318,8442
ITF5,Basilicata,50,4359,4322,8681
ITF5,Basilicata,51,4322,4434,8756
ITF5,Basilicata,52,4443,4579,9022
ITF5,Basilicata,53,4221,4538,8759
ITF5,Basilicata,54,4393,4524,8917
ITF5,Basilicata,55,4529,4698,9227
ITF5,Basilicata,56,4312,4409,8721
ITF5,Basilicata,57,4371,4429,8800
ITF5,Basilicata,58,4153,4402,8555
ITF5,Basilicata,59,4047,4337,8384
ITF5,Basilicata,60,3923,4128,8051
ITF5,Basilicata,61,3821,3942,7763
ITF5,Basilicata,62,3565,4041,7606
ITF5,Basilicata,63,3749,3976,7725
ITF5,Basilicata,64,3685,3721,7406
ITF5,Basilicata,65,3571,3825,7396
ITF5,Basilicata,66,3354,3456,6810
ITF5,Basilicata,67,3217,3487,6704
ITF5,Basilicata,68,3140,3428,6568
ITF5,Basilicata,69,3335,3453,6788
ITF5,Basilicata,70,3348,3472,6820
ITF5,Basilicata,71,3310,3669,6979
ITF5,Basilicata,72,2932,3350,6282
ITF5,Basilicata,73,2676,3004,5680
ITF5,Basilicata,74,1990,2409,4399
ITF5,Basilicata,75,2019,2300,4319
ITF5,Basilicata,76,1971,2274,4245
ITF5,Basilicata,77,1851,2330,4181
ITF5,Basilicata,78,1813,2311,4124
ITF5,Basilicata,79,2140,2636,4776
ITF5,Basilicata,80,2110,2761,4871
ITF5,Basilicata,81,1942,2606,4548
ITF5,Basilicata,82,1834,2581,4415
ITF5,Basilicata,83,1673,2376,4049
ITF5,Basilicata,84,1490,2284,3774
ITF5,Basilicata,85,1432,2214,3646
ITF5,Basilicata,86,1249,2020,3269
ITF5,Basilicata,87,1052,1725,2777
ITF5,Basilicata,88,930,1532,2462
ITF5,Basilicata,89,795,1501,2296
ITF5,Basilicata,90,655,1201,1856
ITF5,Basilicata,91,505,965,1470
ITF5,Basilicata,92,401,822,1223
ITF5,Basilicata,93,266,671,937
ITF5,Basilicata,94,192,502,694
ITF5,Basilicata,95,148,335,483
ITF5,Basilicata,96,130,281,411
ITF5,Basilicata,97,89,202,291
ITF5,Basilicata,98,53,173,226
ITF5,Basilicata,99,29,78,107
ITF5,Basilicata,100 and over,20,105,125
ITF5,Basilicata,Total,272150,281104,553254
ITF6,Calabria,0,7242,6935,14177
ITF6,Calabria,1,7593,7184,14777
ITF6,Calabria,2,7854,7491,15345
ITF6,Calabria,3,8008,7620,15628
ITF6,Calabria,4,8155,7746,15901
ITF6,Calabria,5,8321,7747,16068
ITF6,Calabria,6,8191,7884,16075
ITF6,Calabria,7,8540,7943,16483
ITF6,Calabria,8,8638,8076,16714
ITF6,Calabria,9,8792,8462,17254
ITF6,Calabria,10,9055,8436,17491
ITF6,Calabria,11,8922,8771,17693
ITF6,Calabria,12,9189,8571,17760
ITF6,Calabria,13,9466,8812,18278
ITF6,Calabria,14,9340,8739,18079
ITF6,Calabria,15,9660,9005,18665
ITF6,Calabria,16,9666,9034,18700
ITF6,Calabria,17,9662,8911,18573
ITF6,Calabria,18,9990,9413,19403
ITF6,Calabria,19,10465,9602,20067
ITF6,Calabria,20,10549,9502,20051
ITF6,Calabria,21,10677,9766,20443
ITF6,Calabria,22,10414,9621,20035
ITF6,Calabria,23,10753,9780,20533
ITF6,Calabria,24,10722,10162,20884
ITF6,Calabria,25,11050,10278,21328
ITF6,Calabria,26,11393,10751,22144
ITF6,Calabria,27,11535,11219,22754
ITF6,Calabria,28,11548,11025,22573
ITF6,Calabria,29,11879,11265,23144
ITF6,Calabria,30,12007,11407,23414
ITF6,Calabria,31,12188,11734,23922
ITF6,Calabria,32,11835,11632,23467
ITF6,Calabria,33,11741,11443,23184
ITF6,Calabria,34,11803,11492,23295
ITF6,Calabria,35,12207,11456,23663
ITF6,Calabria,36,11944,11578,23522
ITF6,Calabria,37,12040,11953,23993
ITF6,Calabria,38,12072,11877,23949
ITF6,Calabria,39,12249,12010,24259
ITF6,Calabria,40,12406,12420,24826
ITF6,Calabria,41,12670,12490,25160
ITF6,Calabria,42,12650,13040,25690
ITF6,Calabria,43,13353,13586,26939
ITF6,Calabria,44,13337,13524,26861
ITF6,Calabria,45,13358,13825,27183
ITF6,Calabria,46,13368,13749,27117
ITF6,Calabria,47,13306,14041,27347
ITF6,Calabria,48,13422,14341,27763
ITF6,Calabria,49,13335,14196,27531
ITF6,Calabria,50,13915,15136,29051
ITF6,Calabria,51,13847,14772,28619
ITF6,Calabria,52,13980,14973,28953
ITF6,Calabria,53,13953,15094,29047
ITF6,Calabria,54,13902,14902,28804
ITF6,Calabria,55,14534,15528,30062
ITF6,Calabria,56,13690,14683,28373
ITF6,Calabria,57,13590,14691,28281
