ITTER107,Region,Age,Males_value,Females_value,Population_value
ITD4,Friuli-Venezia Giulia,50,10102,9969,20071
ITD4,Friuli-Venezia Giulia,51,10060,9923,19983
ITD4,Friuli-Venezia Giulia,52,10014,10203,20217
ITD4,Friuli-Venezia Giulia,53,10033,10224,20257
ITD4,Friuli-Venezia Giulia,54,10217,10270,20487
ITD4,Friuli-Venezia Giulia,55,10385,10439,20824
ITD4,Friuli-Venezia Giulia,56,9704,10044,19748
ITD4,Friuli-Venezia Giulia,57,9250,9430,18680
ITD4,Friuli-Venezia Giulia,58,9088,9131,18219
ITD4,Friuli-Venezia Giulia,59,8789,8808,17597
ITD4,Friuli-Venezia Giulia,60,8544,8803,17347
ITD4,Friuli-Venezia Giulia,61,7935,8419,16354
ITD4,Friuli-Venezia Giulia,62,7650,8311,15961
ITD4,Friuli-Venezia Giulia,63,7673,8074,15747
ITD4,Friuli-Venezia Giulia,64,7477,7900,15377
ITD4,Friuli-Venezia Giulia,65,7221,7881,15102
ITD4,Friuli-Venezia Giulia,66,7133,7867,15000
ITD4,Friuli-Venezia Giulia,67,6928,7881,14809
ITD4,Friuli-Venezia Giulia,68,6840,7754,14594
ITD4,Friuli-Venezia Giulia,69,7288,8210,15498
ITD4,Friuli-Venezia Giulia,70,7189,8023,15212
ITD4,Friuli-Venezia Giulia,71,7627,8511,16138
ITD4,Friuli-Venezia Giulia,72,7432,8632,16064
ITD4,Friuli-Venezia Giulia,73,7873,8887,16760
ITD4,Friuli-Venezia Giulia,74,5318,6044,11362
ITD4,Friuli-Venezia Giulia,75,6150,7290,13440
ITD4,Friuli-Venezia Giulia,76,5979,7092,13071
ITD4,Friuli-Venezia Giulia,77,5781,7220,13001
ITD4,Friuli-Venezia Giulia,78,5777,7183,12960
ITD4,Friuli-Venezia Giulia,79,5922,7479,13401
ITD4,Friuli-Venezia Giulia,80,5357,7086,12443
ITD4,Friuli-Venezia Giulia,81,4971,6683,11654
ITD4,Friuli-Venezia Giulia,82,4364,5988,10352
ITD4,Friuli-Venezia Giulia,83,3643,5517,9160
ITD4,Friuli-Venezia Giulia,84,3352,5204,8556
ITD4,Friuli-Venezia Giulia,85,2745,4750,7495
ITD4,Friuli-Venezia Giulia,86,2467,4319,6786
ITD4,Friuli-Venezia Giulia,87,2111,4056,6167
ITD4,Friuli-Venezia Giulia,88,1844,3648,5492
ITD4,Friuli-Venezia Giulia,89,1643,3559,5202
ITD4,Friuli-Venezia Giulia,90,1205,2954,4159
ITD4,Friuli-Venezia Giulia,91,987,2531,3518
ITD4,Friuli-Venezia Giulia,92,757,2220,2977
ITD4,Friuli-Venezia Giulia,93,559,1913,2472
ITD4,Friuli-Venezia Giulia,94,446,1529,1975
ITD4,Friuli-Venezia Giulia,95,346,1219,1565
ITD4,Friuli-Venezia Giulia,96,239,948,1187
ITD4,Friuli-Venezia Giulia,97,153,680,833
ITD4,Friuli-Venezia Giulia,98,101,581,682
ITD4,Friuli-Venezia Giulia,99,71,355,426
ITD4,Friuli-Venezia Giulia,100 and over,51,341,392
ITD4,Friuli-Venezia Giulia,Total,586719,619497,1206216
ITD5,Emilia-Romagna,0,15718,15196,30914
ITD5,Emilia-Romagna,1,17006,15773,32779
ITD5,Emilia-Romagna,2,17483,16256,33739
ITD5,Emilia-Romagna,3,18132,17215,35347
ITD5,Emilia-Romagna,4,18734,17773,36507
ITD5,Emilia-Romagna,5,19223,18227,37450
ITD5,Emilia-Romagna,6,19618,18767,38385
ITD5,Emilia-Romagna,7,20495,19098,39593
ITD5,Emilia-Romagna,8,20718,19658,40376
ITD5,Emilia-Romagna,9,21558,20162,41720
ITD5,Emilia-Romagna,10,21765,20652,42417
ITD5,Emilia-Romagna,11,21771,20392,42163
ITD5,Emilia-Romagna,12,21699,20175,41874
ITD5,Emilia-Romagna,13,21439,20067,41506
ITD5,Emilia-Romagna,14,21059,19784,40843
ITD5,Emilia-Romagna,15,20838,19620,40458
ITD5,Emilia-Romagna,16,20486,19008,39494
ITD5,Emilia-Romagna,17,20704,19111,39815
ITD5,Emilia-Romagna,18,20769,19141,39910
ITD5,Emilia-Romagna,19,21518,19308,40826
ITD5,Emilia-Romagna,20,21081,19047,40128
ITD5,Emilia-Romagna,21,21783,18687,40470
ITD5,Emilia-Romagna,22,21349,19144,40493
ITD5,Emilia-Romagna,23,21123,19286,40409
ITD5,Emilia-Romagna,24,21216,19141,40357
ITD5,Emilia-Romagna,25,21374,19848,41222
ITD5,Emilia-Romagna,26,21725,20162,41887
ITD5,Emilia-Romagna,27,22792,21605,44397
ITD5,Emilia-Romagna,28,23081,21897,44978
ITD5,Emilia-Romagna,29,23563,22756,46319
ITD5,Emilia-Romagna,30,23346,22804,46150
ITD5,Emilia-Romagna,31,23813,23070,46883
ITD5,Emilia-Romagna,32,23451,23413,46864
ITD5,Emilia-Romagna,33,23664,23774,47438
ITD5,Emilia-Romagna,34,24641,24687,49328
ITD5,Emilia-Romagna,35,25313,25169,50482
ITD5,Emilia-Romagna,36,25731,25890,51621
ITD5,Emilia-Romagna,37,26551,26649,53200
ITD5,Emilia-Romagna,38,26836,26777,53613
ITD5,Emilia-Romagna,39,27916,27746,55662
ITD5,Emilia-Romagna,40,28841,29157,57998
ITD5,Emilia-Romagna,41,30845,30875,61720
ITD5,Emilia-Romagna,42,32046,32276,64322
ITD5,Emilia-Romagna,43,33697,33819,67516
ITD5,Emilia-Romagna,44,35416,35578,70994
ITD5,Emilia-Romagna,45,37239,36828,74067
ITD5,Emilia-Romagna,46,37029,37014,74043
ITD5,Emilia-Romagna,47,37184,37042,74226
ITD5,Emilia-Romagna,48,37425,37303,74728
ITD5,Emilia-Romagna,49,36659,37039,73698
ITD5,Emilia-Romagna,50,36996,37380,74376
ITD5,Emilia-Romagna,51,36946,37027,73973
ITD5,Emilia-Romagna,52,36309,36534,72843
ITD5,Emilia-Romagna,53,36646,36868,73514
ITD5,Emilia-Romagna,54,35959,36508,72467
ITD5,Emilia-Romagna,55,36418,37256,73674
ITD5,Emilia-Romagna,56,33960,34918,68878
ITD5,Emilia-Romagna,57,32382,34068,66450
ITD5,Emilia-Romagna,58,31593,33399,64992
ITD5,Emilia-Romagna,59,30419,32511,62930
ITD5,Emilia-Romagna,60,29673,31756,61429
ITD5,Emilia-Romagna,61,28177,30263,58440
ITD5,Emilia-Romagna,62,27851,30115,57966
ITD5,Emilia-Romagna,63,27291,29618,56909
ITD5,Emilia-Romagna,64,26042,28431,54473
ITD5,Emilia-Romagna,65,24915,27965,52880
ITD5,Emilia-Romagna,66,23892,26640,50532
ITD5,Emilia-Romagna,67,23180,26523,49703
ITD5,Emilia-Romagna,68,22969,25856,48825
ITD5,Emilia-Romagna,69,23818,27236,51054
ITD5,Emilia-Romagna,70,24102,27349,51451
ITD5,Emilia-Romagna,71,25327,28751,54078
ITD5,Emilia-Romagna,72,25306,28161,53467
ITD5,Emilia-Romagna,73,25103,28807,53910
ITD5,Emilia-Romagna,74,17325,20463,37788
ITD5,Emilia-Romagna,75,19280,22565,41845
ITD5,Emilia-Romagna,76,18814,22309,41123
ITD5,Emilia-Romagna,77,18015,21897,39912
ITD5,Emilia-Romagna,78,18099,22185,40284
ITD5,Emilia-Romagna,79,18944,24327,43271
ITD5,Emilia-Romagna,80,18169,23619,41788
ITD5,Emilia-Romagna,81,17473,23127,40600
ITD5,Emilia-Romagna,82,15219,20252,35471
ITD5,Emilia-Romagna,83,12896,18388,31284
ITD5,Emilia-Romagna,84,12968,18660,31628
ITD5,Emilia-Romagna,85,11608,17673,29281
ITD5,Emilia-Romagna,86,9893,15674,25567
ITD5,Emilia-Romagna,87,8364,14026,22390
ITD5,Emilia-Romagna,88,7528,13162,20690
ITD5,Emilia-Romagna,89,6464,12503,18967
ITD5,Emilia-Romagna,90,5062,10217,15279
ITD5,Emilia-Romagna,91,4083,8996,13079
ITD5,Emilia-Romagna,92,3132,7753,10885
ITD5,Emilia-Romagna,93,2338,6285,8623
ITD5,Emilia-Romagna,94,1720,5254,6974
ITD5,Emilia-Romagna,95,1316,3998,5314
ITD5,Emilia-Romagna,96,858,3154,4012
ITD5,Emilia-Romagna,97,575,2234,2809
ITD5,Emilia-Romagna,98,406,1602,2008
ITD5,Emilia-Romagna,99,263,1026,1289
ITD5,Emilia-Romagna,100 and over,232,1183,1415
ITD5,Emilia-Romagna,Total,2173781,2290338,4464119
ITDA,Trentino Alto Adige / Südtirol,0,4909,4559,9468
ITDA,Trentino Alto Adige / Südtirol,1,5008,4728,9736
ITDA,Trentino Alto Adige / Südtirol,2,5147,4877,10024
ITDA,Trentino Alto Adige / Südtirol,3,5260,5018,10278
ITDA,Trentino Alto Adige / Südtirol,4,5324,5072,10396
ITDA,Trentino Alto Adige / Südtirol,5,5460,5176,10636
ITDA,Trentino Alto Adige / Südtirol,6,5493,5130,10623
ITDA,Trentino Alto Adige / Südtirol,7,5584,5275,10859
ITDA,Trentino Alto Adige / Südtirol,8,5581,5320,10901
ITDA,Trentino Alto Adige / Südtirol,9,5744,5348,11092
ITDA,Trentino Alto Adige / Südtirol,10,5670,5304,10974
ITDA,Trentino Alto Adige / Südtirol,11,5787,5493,11280
ITDA,Trentino Alto Adige / Südtirol,12,5813,5344,11157
ITDA,Trentino Alto Adige / Südtirol,13,5794,5443,11237
ITDA,Trentino Alto Adige / Südtirol,14,5976,5420,11396
ITDA,Trentino Alto Adige / Südtirol,15,5943,5586,11529
ITDA,Trentino Alto Adige / Südtirol,16,5857,5404,11261
ITDA,Trentino Alto Adige / Südtirol,17,5783,5381,11164
ITDA,Trentino Alto Adige / Südtirol,18,6042,5454,11496
ITDA,Trentino Alto Adige / Südtirol,19,6060,5712,11772
ITDA,Trentino Alto Adige / Südtirol,20,6093,5687,11780
ITDA,Trentino Alto Adige / Südtirol,21,6137,5791,11928
ITDA,Trentino Alto Adige / Südtirol,22,6230,5684,11914
ITDA,Trentino Alto Adige / Südtirol,23,6140,5741,11881
ITDA,Trentino Alto Adige / Südtirol,24,6065,5538,11603
ITDA,Trentino Alto Adige / Südtirol,25,6043,5730,11773
ITDA,Trentino Alto Adige / Südtirol,26,5954,5687,11641
ITDA,Trentino Alto Adige / Südtirol,27,6191,5889,12080
ITDA,Trentino Alto Adige / Südtirol,28,6207,5868,12075
ITDA,Trentino Alto Adige / Südtirol,29,6279,5895,12174
ITDA,Trentino Alto Adige / Südtirol,30,6112,5913,12025
ITDA,Trentino Alto Adige / Südtirol,31,6165,5927,12092
ITDA,Trentino Alto Adige / Südtirol,32,5993,5904,11897
ITDA,Trentino Alto Adige / Südtirol,33,6057,5866,11923
ITDA,Trentino Alto Adige / Südtirol,34,6205,6004,12209
ITDA,Trentino Alto Adige / Südtirol,35,6249,6015,12264
ITDA,Trentino Alto Adige / Südtirol,36,6379,6250,12629
ITDA,Trentino Alto Adige / Südtirol,37,6586,6473,13059
ITDA,Trentino Alto Adige / Südtirol,38,6545,6411,12956
ITDA,Trentino Alto Adige / Südtirol,39,6604,6531,13135
ITDA,Trentino Alto Adige / Südtirol,40,6524,6655,13179
ITDA,Trentino Alto Adige / Südtirol,41,6928,6955,13883
ITDA,Trentino Alto Adige / Südtirol,42,6992,6988,13980
ITDA,Trentino Alto Adige / Südtirol,43,7169,7378,14547
ITDA,Trentino Alto Adige / Südtirol,44,7545,7766,15311
ITDA,Trentino Alto Adige / Südtirol,45,8134,8095,16229
ITDA,Trentino Alto Adige / Südtirol,46,8040,8232,16272
ITDA,Trentino Alto Adige / Südtirol,47,8243,8270,16513
ITDA,Trentino Alto Adige / Südtirol,48,8520,8556,17076
ITDA,Trentino Alto Adige / Südtirol,49,8341,8421,16762
ITDA,Trentino Alto Adige / Südtirol,50,8989,8645,17634
ITDA,Trentino Alto Adige / Südtirol,51,8817,8660,17477
ITDA,Trentino Alto Adige / Südtirol,52,8619,8797,17416
ITDA,Trentino Alto Adige / Südtirol,53,8906,8878,17784
ITDA,Trentino Alto Adige / Südtirol,54,9110,8799,17909
ITDA,Trentino Alto Adige / Südtirol,55,8985,8838,17823
ITDA,Trentino Alto Adige / Südtirol,56,8412,8284,16696
ITDA,Trentino Alto Adige / Südtirol,57,7820,7961,15781
ITDA,Trentino Alto Adige / Südtirol,58,7749,8003,15752
ITDA,Trentino Alto Adige / Südtirol,59,7567,7505,15072
ITDA,Trentino Alto Adige / Südtirol,60,7310,7234,14544
ITDA,Trentino Alto Adige / Südtirol,61,6768,6877,13645
ITDA,Trentino Alto Adige / Südtirol,62,6461,6891,13352
ITDA,Trentino Alto Adige / Südtirol,63,6387,6504,12891
ITDA,Trentino Alto Adige / Südtirol,64,6071,6249,12320
ITDA,Trentino Alto Adige / Südtirol,65,5838,6063,11901
ITDA,Trentino Alto Adige / Südtirol,66,5700,5988,11688
ITDA,Trentino Alto Adige / Südtirol,67,5491,5863,11354
ITDA,Trentino Alto Adige / Südtirol,68,5411,5608,11019
ITDA,Trentino Alto Adige / Südtirol,69,5454,5900,11354
ITDA,Trentino Alto Adige / Südtirol,70,5249,5572,10821
ITDA,Trentino Alto Adige / Südtirol,71,5406,5725,11131
ITDA,Trentino Alto Adige / Südtirol,72,5055,5694,10749
ITDA,Trentino Alto Adige / Südtirol,73,5338,6105,11443
ITDA,Trentino Alto Adige / Südtirol,74,3833,4306,8139
ITDA,Trentino Alto Adige / Südtirol,75,4282,4980,9262
ITDA,Trentino Alto Adige / Südtirol,76,4462,5248,9710
ITDA,Trentino Alto Adige / Südtirol,77,4341,5150,9491
ITDA,Trentino Alto Adige / Südtirol,78,4201,5143,9344
ITDA,Trentino Alto Adige / Südtirol,79,3874,4965,8839
ITDA,Trentino Alto Adige / Südtirol,80,3664,4703,8367
ITDA,Trentino Alto Adige / Südtirol,81,3314,4374,7688
ITDA,Trentino Alto Adige / Südtirol,82,2897,3881,6778
ITDA,Trentino Alto Adige / Südtirol,83,2499,3670,6169
ITDA,Trentino Alto Adige / Südtirol,84,2291,3556,5847
ITDA,Trentino Alto Adige / Südtirol,85,2068,3354,5422
ITDA,Trentino Alto Adige / Südtirol,86,1890,3106,4996
ITDA,Trentino Alto Adige / Südtirol,87,1660,2863,4523
ITDA,Trentino Alto Adige / Südtirol,88,1441,2595,4036
ITDA,Trentino Alto Adige / Südtirol,89,1230,2516,3746
ITDA,Trentino Alto Adige / Südtirol,90,917,2084,3001
ITDA,Trentino Alto Adige / Südtirol,91,783,1755,2538
ITDA,Trentino Alto Adige / Südtirol,92,611,1511,2122
ITDA,Trentino Alto Adige / Südtirol,93,441,1226,1667
ITDA,Trentino Alto Adige / Südtirol,94,319,1028,1347
ITDA,Trentino Alto Adige / Südtirol,95,227,801,1028
ITDA,Trentino Alto Adige / Südtirol,96,182,680,862
ITDA,Trentino Alto Adige / Südtirol,97,122,511,633
ITDA,Trentino Alto Adige / Südtirol,98,73,330,403
ITDA,Trentino Alto Adige / Südtirol,99,42,226,268
ITDA,Trentino Alto Adige / Südtirol,100 and over,24,194,218
ITDA,Trentino Alto Adige / Südtirol,Total,531506,546563,1078069
ITE1,Toscana,0,11780,11440,23220
ITE1,Toscana,1,12555,12158,24713
ITE1,Toscana,2,13426,12686,26112
ITE1,Toscana,3,13853,13178,27031
ITE1,Toscana,4,14333,13269,27602
ITE1,Toscana,5,14974,14187,29161
ITE1,Toscana,6,15197,14270,29467
ITE1,Toscana,7,15961,15328,31289
ITE1,Toscana,8,16251,15417,31668
ITE1,Toscana,9,16807,15897,32704
ITE1,Toscana,10,16895,15945,32840
ITE1,Toscana,11,17587,16269,33856
ITE1,Toscana,12,17432,16115,33547
ITE1,Toscana,13,17160,16116,33276
ITE1,Toscana,14,17146,16019,33165
ITE1,Toscana,15,17135,16009,33144
ITE1,Toscana,16,16743,15605,32348
ITE1,Toscana,17,16905,15684,32589
ITE1,Toscana,18,16889,15758,32647
ITE1,Toscana,19,17340,15835,33175
ITE1,Toscana,20,17235,15268,32503
ITE1,Toscana,21,17731,15543,33274
ITE1,Toscana,22,17448,15606,33054
ITE1,Toscana,23,17320,15760,33080
ITE1,Toscana,24,17118,15676,32794
ITE1,Toscana,25,17037,16044,33081
ITE1,Toscana,26,17451,16201,33652
ITE1,Toscana,27,18189,17385,35574
ITE1,Toscana,28,18135,17342,35477
ITE1,Toscana,29,19152,18102,37254
ITE1,Toscana,30,18666,18264,36930
ITE1,Toscana,31,19390,19005,38395
ITE1,Toscana,32,18912,18661,37573
ITE1,Toscana,33,18577,19099,37676
ITE1,Toscana,34,19522,19940,39462
ITE1,Toscana,35,19973,20153,40126
ITE1,Toscana,36,20441,20841,41282
ITE1,Toscana,37,21207,21309,42516
ITE1,Toscana,38,21424,21687,43111
ITE1,Toscana,39,22168,22249,44417
ITE1,Toscana,40,23061,23522,46583
ITE1,Toscana,41,24465,24939,49404
ITE1,Toscana,42,25363,25913,51276
ITE1,Toscana,43,26414,27341,53755
ITE1,Toscana,44,27843,28727,56570
ITE1,Toscana,45,29208,30141,59349
ITE1,Toscana,46,29231,30361,59592
ITE1,Toscana,47,29746,30349,60095
ITE1,Toscana,48,29813,30751,60564
ITE1,Toscana,49,29638,29841,59479
ITE1,Toscana,50,30101,30964,61065
ITE1,Toscana,51,29428,30767,60195
ITE1,Toscana,52,29534,31065,60599
ITE1,Toscana,53,30202,31158,61360
ITE1,Toscana,54,30110,31215,61325
ITE1,Toscana,55,30251,31637,61888
ITE1,Toscana,56,28184,29584,57768
ITE1,Toscana,57,27072,28578,55650
ITE1,Toscana,58,26242,28224,54466
ITE1,Toscana,59,25663,27131,52794
ITE1,Toscana,60,24998,26502,51500
ITE1,Toscana,61,23537,25960,49497
ITE1,Toscana,62,23068,25271,48339
ITE1,Toscana,63,22680,24940,47620
ITE1,Toscana,64,22025,24584,46609
ITE1,Toscana,65,21694,24355,46049
ITE1,Toscana,66,20825,22804,43629
ITE1,Toscana,67,20375,22753,43128
ITE1,Toscana,68,20413,22423,42836
ITE1,Toscana,69,20861,23185,44046
ITE1,Toscana,70,21550,24312,45862
ITE1,Toscana,71,22807,25819,48626
ITE1,Toscana,72,22412,25887,48299
ITE1,Toscana,73,22404,25872,48276
ITE1,Toscana,74,17084,20090,37174
ITE1,Toscana,75,16846,19941,36787
ITE1,Toscana,76,16537,19990,36527
ITE1,Toscana,77,15516,19100,34616
ITE1,Toscana,78,15500,19734,35234
ITE1,Toscana,79,16774,21976,38750
ITE1,Toscana,80,15997,20744,36741
ITE1,Toscana,81,15497,20502,35999
ITE1,Toscana,82,13212,18356,31568
ITE1,Toscana,83,11504,16303,27807
ITE1,Toscana,84,11080,16241,27321
ITE1,Toscana,85,9554,14598,24152
ITE1,Toscana,86,8429,13481,21910
ITE1,Toscana,87,7161,12378,19539
ITE1,Toscana,88,6403,11618,18021
ITE1,Toscana,89,5604,10991,16595
ITE1,Toscana,90,4311,9063,13374
ITE1,Toscana,91,3436,7894,11330
ITE1,Toscana,92,2777,6558,9335
ITE1,Toscana,93,2073,5308,7381
ITE1,Toscana,94,1389,4289,5678
ITE1,Toscana,95,1065,3354,4419
ITE1,Toscana,96,746,2558,3304
ITE1,Toscana,97,450,1842,2292
ITE1,Toscana,98,331,1350,1681
ITE1,Toscana,99,190,908,1098
ITE1,Toscana,100 and over,169,875,1044
ITE1,Toscana,Total,1784318,1908237,3692555
ITE2,Umbria,0,2766,2722,5488
ITE2,Umbria,1,2954,2745,5699
ITE2,Umbria,2,3071,2921,5992
ITE2,Umbria,3,3259,3122,6381
ITE2,Umbria,4,3295,3133,6428
ITE2,Umbria,5,3500,3345,6845
ITE2,Umbria,6,3682,3436,7118
ITE2,Umbria,7,3751,3710,7461
ITE2,Umbria,8,3836,3716,7552
ITE2,Umbria,9,4002,3740,7742
ITE2,Umbria,10,3991,3715,7706
ITE2,Umbria,11,4128,4004,8132
ITE2,Umbria,12,4182,3915,8097
ITE2,Umbria,13,4136,3846,7982
ITE2,Umbria,14,4114,3834,7948
ITE2,Umbria,15,3957,3786,7743
ITE2,Umbria,16,4016,3640,7656
ITE2,Umbria,17,3906,3762,7668
ITE2,Umbria,18,3949,3651,7600
ITE2,Umbria,19,3995,3830,7825
ITE2,Umbria,20,4201,3617,7818
ITE2,Umbria,21,4242,3671,7913
ITE2,Umbria,22,4160,3708,7868
ITE2,Umbria,23,4168,3748,7916
ITE2,Umbria,24,4131,3776,7907
ITE2,Umbria,25,4097,3851,7948
ITE2,Umbria,26,4225,3943,8168
ITE2,Umbria,27,4458,4146,8604
ITE2,Umbria,28,4387,4097,8484
ITE2,Umbria,29,4433,4289,8722
ITE2,Umbria,30,4525,4393,8918
ITE2,Umbria,31,4694,4642,9336
ITE2,Umbria,32,4567,4460,9027
ITE2,Umbria,33,4562,4628,9190
ITE2,Umbria,34,4672,4824,9496
ITE2,Umbria,35,4747,4872,9619
ITE2,Umbria,36,5139,5141,10280
ITE2,Umbria,37,5147,5067,10214
ITE2,Umbria,38,5214,5277,10491
ITE2,Umbria,39,5304,5288,10592
ITE2,Umbria,40,5478,5536,11014
ITE2,Umbria,41,5680,5925,11605
ITE2,Umbria,42,5992,6095,12087
ITE2,Umbria,43,6180,6244,12424
ITE2,Umbria,44,6353,6688,13041
ITE2,Umbria,45,6645,6999,13644
ITE2,Umbria,46,6685,6876,13561
ITE2,Umbria,47,6505,6895,13400
ITE2,Umbria,48,6637,6996,13633
ITE2,Umbria,49,6637,6786,13423
ITE2,Umbria,50,6745,7115,13860
ITE2,Umbria,51,6657,7155,13812
ITE2,Umbria,52,6572,7081,13653
ITE2,Umbria,53,6658,7002,13660
ITE2,Umbria,54,6921,7249,14170
ITE2,Umbria,55,6930,7300,14230
ITE2,Umbria,56,6338,6992,13330
ITE2,Umbria,57,6224,6731,12955
ITE2,Umbria,58,6279,6628,12907
ITE2,Umbria,59,6102,6620,12722
ITE2,Umbria,60,5852,6336,12188
ITE2,Umbria,61,5528,6005,11533
ITE2,Umbria,62,5385,5900,11285
ITE2,Umbria,63,5490,5979,11469
ITE2,Umbria,64,5331,5844,11175
ITE2,Umbria,65,5128,5758,10886
ITE2,Umbria,66,5110,5579,10689
ITE2,Umbria,67,4755,5327,10082
ITE2,Umbria,68,5009,5547,10556
ITE2,Umbria,69,5088,5588,10676
ITE2,Umbria,70,5239,5766,11005
ITE2,Umbria,71,5584,6129,11713
ITE2,Umbria,72,5105,5660,10765
ITE2,Umbria,73,4811,5477,10288
ITE2,Umbria,74,3796,4411,8207
ITE2,Umbria,75,3918,4738,8656
ITE2,Umbria,76,4168,4811,8979
ITE2,Umbria,77,3771,4424,8195
ITE2,Umbria,78,3728,4471,8199
ITE2,Umbria,79,4061,4936,8997
ITE2,Umbria,80,3730,4929,8659
ITE2,Umbria,81,3751,4868,8619
ITE2,Umbria,82,3038,4405,7443
ITE2,Umbria,83,2695,3957,6652
ITE2,Umbria,84,2613,3867,6480
ITE2,Umbria,85,2366,3672,6038
ITE2,Umbria,86,2158,3373,5531
ITE2,Umbria,87,1780,2936,4716
ITE2,Umbria,88,1633,2917,4550
ITE2,Umbria,89,1380,2710,4090
ITE2,Umbria,90,986,2250,3236
ITE2,Umbria,91,812,1922,2734
ITE2,Umbria,92,650,1728,2378
ITE2,Umbria,93,517,1339,1856
ITE2,Umbria,94,375,1135,1510
ITE2,Umbria,95,302,848,1150
ITE2,Umbria,96,176,607,783
ITE2,Umbria,97,119,423,542
ITE2,Umbria,98,91,332,423
ITE2,Umbria,99,49,200,249
ITE2,Umbria,100 and over,35,243,278
ITE2,Umbria,Total,419894,450271,870165
ITE3,Marche,0,5006,4576,9582
ITE3,Marche,1,5217,4923,10140
ITE3,Marche,2,5485,5221,10706
ITE3,Marche,3,5909,5493,11402
ITE3,Marche,4,6022,5839,11861
ITE3,Marche,5,6275,5904,12179
ITE3,Marche,6,6515,5975,12490
ITE3,Marche,7,6594,6224,12818
ITE3,Marche,8,6826,6626,13452
ITE3,Marche,9,7042,6590,13632
ITE3,Marche,10,7218,6782,14000
ITE3,Marche,11,7267,6807,14074
ITE3,Marche,12,7158,6709,13867
ITE3,Marche,13,7050,6645,13695
ITE3,Marche,14,7003,6663,13666
ITE3,Marche,15,7126,6574,13700
ITE3,Marche,16,6944,6608,13552
ITE3,Marche,17,7113,6569,13682
ITE3,Marche,18,7064,6594,13658
ITE3,Marche,19,7551,6723,14274
ITE3,Marche,20,7463,6772,14235
ITE3,Marche,21,7785,6790,14575
ITE3,Marche,22,7587,6826,14413
ITE3,Marche,23,7510,6763,14273
ITE3,Marche,24,7561,6867,14428
ITE3,Marche,25,7436,6872,14308
ITE3,Marche,26,7500,7100,14600
ITE3,Marche,27,7842,7359,15201
ITE3,Marche,28,7863,7292,15155
ITE3,Marche,29,7957,7594,15551
ITE3,Marche,30,7791,7576,15367
ITE3,Marche,31,7883,7842,15725
ITE3,Marche,32,7799,7574,15373
ITE3,Marche,33,8082,7849,15931
ITE3,Marche,34,8080,8210,16290
ITE3,Marche,35,8255,8226,16481
ITE3,Marche,36,8441,8565,17006
ITE3,Marche,37,8901,8844,17745
ITE3,Marche,38,8946,8898,17844
ITE3,Marche,39,9351,9274,18625
ITE3,Marche,40,9639,9811,19450
ITE3,Marche,41,10365,10334,20699
ITE3,Marche,42,10522,10772,21294
ITE3,Marche,43,11013,10891,21904
ITE3,Marche,44,11401,11620,23021
ITE3,Marche,45,11843,11742,23585
ITE3,Marche,46,11534,11713,23247
ITE3,Marche,47,11724,11770,23494
ITE3,Marche,48,11975,12287,24262
ITE3,Marche,49,11693,11801,23494
ITE3,Marche,50,11901,12487,24388
ITE3,Marche,51,11883,12167,24050
ITE3,Marche,52,11824,12301,24125
ITE3,Marche,53,11961,12323,24284
ITE3,Marche,54,11996,12164,24160
ITE3,Marche,55,12293,12560,24853
ITE3,Marche,56,11506,12011,23517
ITE3,Marche,57,11153,11233,22386
ITE3,Marche,58,11148,11488,22636
ITE3,Marche,59,10594,11201,21795
ITE3,Marche,60,10190,11010,21200
ITE3,Marche,61,9931,10631,20562
ITE3,Marche,62,9629,10454,20083
ITE3,Marche,63,9599,10599,20198
ITE3,Marche,64,9217,10186,19403
ITE3,Marche,65,9002,9694,18696
ITE3,Marche,66,8665,9485,18150
ITE3,Marche,67,8727,9333,18060
ITE3,Marche,68,8726,9554,18280
ITE3,Marche,69,8882,9652,18534
ITE3,Marche,70,8508,9345,17853
ITE3,Marche,71,8648,9660,18308
ITE3,Marche,72,8361,9228,17589
ITE3,Marche,73,8168,9377,17545
ITE3,Marche,74,6773,7637,14410
ITE3,Marche,75,6364,7467,13831
ITE3,Marche,76,6639,7785,14424
ITE3,Marche,77,6113,7422,13535
ITE3,Marche,78,5928,7486,13414
ITE3,Marche,79,6578,8454,15032
ITE3,Marche,80,6599,8467,15066
ITE3,Marche,81,6321,8443,14764
ITE3,Marche,82,5555,7368,12923
ITE3,Marche,83,4680,6841,11521
ITE3,Marche,84,4596,6890,11486
ITE3,Marche,85,4136,6214,10350
ITE3,Marche,86,3549,5772,9321
ITE3,Marche,87,2919,5009,7928
ITE3,Marche,88,2756,4923,7679
ITE3,Marche,89,2314,4473,6787
ITE3,Marche,90,1814,3572,5386
ITE3,Marche,91,1460,3203,4663
ITE3,Marche,92,1197,2854,4051
ITE3,Marche,93,849,2366,3215
ITE3,Marche,94,672,1884,2556
ITE3,Marche,95,418,1364,1782
ITE3,Marche,96,329,1039,1368
ITE3,Marche,97,202,733,935
ITE3,Marche,98,128,563,691
ITE3,Marche,99,94,352,446
ITE3,Marche,100 and over,69,378,447
ITE3,Marche,Total,735691,776981,1512672
ITE4,Lazio,0,19697,18465,38162
ITE4,Lazio,1,21734,20595,42329
ITE4,Lazio,2,22860,21447,44307
ITE4,Lazio,3,23953,22637,46590
ITE4,Lazio,4,24335,23446,47781
ITE4,Lazio,5,25615,23898,49513
